dataset,origin,seed,teacher,student,r_stu,r_legacy,teacher_cal_MASE,ns_cal_MASE,g_soft,action,g_hard
ETTm2,0,42,QELM,DLinear,0.14212722318501622,0.2679401534908516,50.26588732685587,7.144150986696922,0.0,reject,0.0
ETTm2,0,42,QELM,PatchTST,0.1874664540112274,0.2679401534908516,50.26588732685587,9.423167654893565,0.0,reject,0.0
ETTm2,0,42,QELM,N-HiTS,0.15481322630169791,0.2679401534908516,50.26588732685587,7.781824189988186,0.0,reject,0.0
ETTm2,0,42,QELM-NISQ,DLinear,0.14348871760607187,0.2691844654757744,49.788938850998626,7.144150986696922,0.0,reject,0.0
ETTm2,0,42,QELM-NISQ,PatchTST,0.18905649108768102,0.2691844654757744,49.84313207486363,9.423167654893565,0.0,reject,0.0
ETTm2,0,42,QELM-NISQ,N-HiTS,0.15584925119335843,0.2691844654757744,49.93173935968074,7.781824189988186,0.0,reject,0.0
ETTm2,0,42,ClassicalELM,DLinear,0.428209989479522,0.8072672497271707,16.683756012746105,7.144150986696922,0.0,reject,0.0
ETTm2,0,42,ClassicalELM,PatchTST,0.5648109243322922,0.8072672497271707,16.683756012746105,9.423167654893565,0.16202731083073046,attenuate,0.0
ETTm2,0,42,ClassicalELM,N-HiTS,0.46643119115641624,0.8072672497271707,16.683756012746105,7.781824189988186,0.0,reject,0.0
ETTm2,0,123,QELM,DLinear,0.13956036796875762,0.264371170378465,50.94447174717789,7.109829223010123,0.0,reject,0.0
ETTm2,0,123,QELM,PatchTST,0.1913609510254324,0.264371170378465,50.94447174717789,9.748782563028234,0.0,reject,0.0
ETTm2,0,123,QELM,N-HiTS,0.1482543477327882,0.264371170378465,50.94447174717789,7.552739429469316,0.0,reject,0.0
ETTm2,0,123,QELM-NISQ,DLinear,0.13866697008208068,0.26267134940706804,51.272694707338204,7.109829223010123,0.0,reject,0.0
ETTm2,0,123,QELM-NISQ,PatchTST,0.1899036363735378,0.26267134940706804,51.33541805304094,9.748782563028234,0.0,reject,0.0
ETTm2,0,123,QELM-NISQ,N-HiTS,0.147519003347916,0.26267134940706804,51.19841686875125,7.552739429469316,0.0,reject,0.0
ETTm2,0,123,ClassicalELM,DLinear,0.5413597699452768,1.0,13.133279600234829,7.109829223010123,0.10339942486319198,attenuate,0.0
ETTm2,0,123,ClassicalELM,PatchTST,0.7422961255506904,1.0,13.133279600234829,9.748782563028234,0.6057403138767259,attenuate,0.0
ETTm2,0,123,ClassicalELM,N-HiTS,0.5750840353185103,1.0,13.133279600234829,7.552739429469316,0.18771008829627567,attenuate,0.0
ETTm2,0,2024,QELM,DLinear,0.13670704882988496,0.25917854633193366,51.965139858232426,7.104000912051182,0.0,reject,0.0
ETTm2,0,2024,QELM,PatchTST,0.1781845074995425,0.25917854633193366,51.965139858232426,9.259382852783991,0.0,reject,0.0
ETTm2,0,2024,QELM,N-HiTS,0.1479296323244371,0.25917854633193366,51.965139858232426,7.6871840329162735,0.0,reject,0.0
