student,teacher,dataset,origin,reference,n_windows,dm_stat,dm_p,boot_lo,boot_hi,ess_ratio
DLinear,QELM-NISQ,ETTh1,1,LegacyPersist,1393,-4.221081641073646,2.5888358709864414e-05,-0.25690893154251687,-0.08976242691813321,0.047079805987035435
DLinear,QELM-NISQ,ETTh1,2,NaiveKD,1393,-7.0647177364057665,2.5352871531642726e-12,-0.9355467945829365,-0.4779777651172658,0.04660928763934788
DLinear,QELM-NISQ,ETTh1,2,LegacyPersist,1393,-0.3555055217164779,0.7222647715254142,-0.05637252201451214,0.05001371576633286,0.06417466153086558
DLinear,QELM-NISQ,ETTh1,3,NaiveKD,1393,-3.7917718277362864,0.00015597604793395482,-0.6485893138919002,-0.1691179658070325,0.029300287739606693
DLinear,QELM-NISQ,ETTh1,3,LegacyPersist,1393,0.7130045220478678,0.4759624650580436,-0.03819277418211734,0.06046815724496517,0.03409397846878852
DLinear,QELM-NISQ,ETTh1,4,NaiveKD,1393,-2.0169674678115608,0.04389058152702435,-0.15454419128602132,-0.008560124174969218,0.04073282518994474
DLinear,QELM-NISQ,ETTh1,4,LegacyPersist,1393,-0.7240762236111012,0.4691406106781967,-0.04461345778348971,0.013384905137651169,0.04922386955398099
DLinear,QELM-NISQ,ETTm2,0,NaiveKD,1600,-7.843966486401455,7.921324201386304e-15,-2.0959346986995078,-0.8542924948690925,0.008132273553949698
DLinear,QELM-NISQ,ETTm2,0,LegacyPersist,1600,-5.298032983210501,1.333529116235414e-07,-0.43983995885401966,-0.108388071160065,0.011701752843926124
DLinear,QELM-NISQ,ETTm2,1,NaiveKD,1600,-10.368471165491938,2.0097905613354034e-24,-2.019161888341885,-1.1922625657524912,0.030582882029220243
DLinear,QELM-NISQ,ETTm2,1,LegacyPersist,1600,-5.298525954852733,1.3299964861365338e-07,-0.5101747720907442,-0.20234366990160205,0.048217002118366055
