student,teacher,dataset,origin,reference,n_windows,dm_stat,dm_p,boot_lo,boot_hi,ess_ratio
PatchTST,QELM,AAPL,1,NaiveKD,486,0.6462186276422197,0.5184434315792757,-7.3783360268353425e-09,2.1220644774996194e-08,1.0
PatchTST,QELM,AAPL,1,LegacyPersist,486,,,0.0,0.0,1.0
PatchTST,QELM,AAPL,2,NaiveKD,486,-1.797012903193046,0.07295559423977202,-5.077892615471357e-08,-1.0843440476391056e-08,1.0
PatchTST,QELM,AAPL,2,LegacyPersist,486,,,0.0,0.0,1.0
PatchTST,QELM,AAPL,3,NaiveKD,486,,,0.0,0.0,1.0
PatchTST,QELM,AAPL,3,LegacyPersist,486,0.9453298444723309,0.34496121543757374,-1.0612492742775768e-05,0.00010085631412963684,1.0
PatchTST,QELM,AAPL,4,NaiveKD,486,,,0.0,0.0,1.0
PatchTST,QELM,AAPL,4,LegacyPersist,486,-2.1698416113097365,0.030503626066648346,-3.5101273662406844e-05,-7.302953177534143e-06,1.0
PatchTST,QELM,ETTh1,0,NaiveKD,1393,-2.9887378196592165,0.002850427190330509,-0.16648683415007778,-0.018024824512621017,0.029572819360757792
PatchTST,QELM,ETTh1,0,LegacyPersist,1393,-2.063549244225987,0.03924549897344902,-0.09120146133171425,0.006801388927247973,0.031055516896011864
PatchTST,QELM,ETTh1,1,NaiveKD,1393,-13.013217060620132,1.2817432831541546e-36,-1.809493628035153,-1.0039973238000366,0.00586860645388302
PatchTST,QELM,ETTh1,1,LegacyPersist,1393,-13.075424770961552,6.193747844826896e-37,-1.5035162149672447,-0.8310804358855352,0.005822618894833619
PatchTST,QELM,ETTh1,2,NaiveKD,1393,-28.472182993646282,6.719244097017452e-141,-3.359103554435882,-2.5914878902551686,0.007203416799197712
PatchTST,QELM,ETTh1,2,LegacyPersist,1393,-15.018677085211722,2.3008364375583297e-47,-0.8496609252301891,-0.5253148357253536,0.008428327669556137
PatchTST,QELM,ETTh1,3,NaiveKD,1393,-2.0338430560852143,0.042156729215660424,-0.42870099309454784,0.045868051392798356,0.024205176168816456
PatchTST,QELM,ETTh1,3,LegacyPersist,1393,-0.3887471731220374,0.6975226350826373,-0.02323497819252264,0.013113768704166019,0.14849340759727078
PatchTST,QELM,ETTh1,4,NaiveKD,1393,-3.964376527647801,7.732428570260684e-05,-0.15270777979206457,-0.03873170410621877,0.046023585606101446
PatchTST,QELM,ETTh1,4,LegacyPersist,1393,-2.7672595909840445,0.0057278204494272825,-0.07207947392591622,-0.0013794871404157682,0.0666115076184949
PatchTST,QELM,ETTm2,0,NaiveKD,1600,-5.715593798116755,1.3017720304802207e-08,-1.8022374745858831,-0.43847101927269344,0.008616315260506024
PatchTST,QELM,ETTm2,0,LegacyPersist,1600,-2.5069099670222847,0.012277702221884514,-0.38519666461693125,0.031008376292418677,0.014376144004896419
PatchTST,QELM,ETTm2,1,NaiveKD,1600,-9.67607966153437,1.4663193247409025e-21,-1.5860416336725467,-1.0048993482962252,0.030866368427632157
PatchTST,QELM,ETTm2,1,LegacyPersist,1600,-4.73240330423245,2.414486725302886e-06,-0.4011200217066798,-0.1471424444606528,0.03441142709264531
PatchTST,QELM,ETTm2,2,NaiveKD,1600,-7.490388371183383,1.1299746944361799e-13,-1.5570299819745124,-0.6074254783112557,0.011717627963995256
PatchTST,QELM,ETTm2,2,LegacyPersist,1600,-3.5258171763764645,0.0004340866462385003,-0.4597154295218642,-0.020740950256353335,0.013137154625063222
PatchTST,QELM,ETTm2,3,NaiveKD,1600,-9.392640585532664,1.9438957360013133e-20,-1.298650071837008,-0.7287340220832269,0.021803990544676962
PatchTST,QELM,ETTm2,3,LegacyPersist,1600,-3.6148138349423196,0.000309879672044631,-0.2910743131395429,-0.054837241922970896,0.03220330126351798
PatchTST,QELM,ETTm2,4,NaiveKD,1600,-8.944990855257437,1.004127470750047e-18,-1.7819997685768176,-0.9813914170314094,0.02601199038249416
PatchTST,QELM,ETTm2,4,LegacyPersist,1600,-5.62565145166693,2.177961355218235e-08,-0.6340224212610628,-0.21940192032139755,0.023906987646573646
PatchTST,QELM,Energy,0,NaiveKD,1600,-6.457127232741621,1.4117666764328858e-10,-357.89120786762237,-208.29046155977252,0.044831022925127535
PatchTST,QELM,Energy,0,LegacyPersist,1600,-6.919590618608164,6.531719614065949e-12,-392.3269276328087,-221.94603876399998,0.04436408543528949
PatchTST,QELM,Energy,1,NaiveKD,1600,-4.729482761311176,2.448990789414032e-06,-642.1226178355217,-109.2607464442254,0.007175239484930305
PatchTST,QELM,Energy,1,LegacyPersist,1600,-4.498164781778996,7.34866502783174e-06,-706.2672130446433,-104.58851340532316,0.006595202282661344
PatchTST,QELM,Energy,2,NaiveKD,1600,-1.4241413917909467,0.1546006610396247,-84.42382770109177,22.23435782241818,0.07449081752600825
PatchTST,QELM,Energy,2,LegacyPersist,1600,-0.5818109416400137,0.5607760461483848,-46.97900513458252,34.59322612953186,0.083395963396529
PatchTST,QELM,Energy,3,NaiveKD,1600,-5.20475086859915,2.1940423760939278e-07,-259.6510933790207,-92.24134907722484,0.0334891496103255
PatchTST,QELM,Energy,3,LegacyPersist,1600,-4.509464270243973,6.972609787223003e-06,-199.78777303457258,-52.26373382663728,0.03163302647687155
PatchTST,QELM,Energy,4,NaiveKD,1600,-5.060176401762668,4.672236478289919e-07,-406.3830750088692,-159.65031475353243,0.06357298015763888
PatchTST,QELM,Energy,4,LegacyPersist,1600,-4.075581000249908,4.815185943382135e-05,-466.11643603277207,-128.64407303094885,0.04648045820252519
PatchTST,QELM,ExchangeRate,0,NaiveKD,607,-8.982262638993644,3.3321898957664525e-18,-0.0035715594811977194,-0.0020167860810171596,0.030946195612114574
PatchTST,QELM,ExchangeRate,0,LegacyPersist,607,-5.564552721717855,3.949033589543051e-08,-0.0021881947674385013,-0.0010064574514125988,0.06432268807885257
PatchTST,QELM,ExchangeRate,1,NaiveKD,607,-3.862676644506966,0.00012422614860944722,-0.001676157310073221,-0.0004997669239210113,0.024539248456694873
PatchTST,QELM,ExchangeRate,1,LegacyPersist,607,-0.999036764697271,0.3181756241795899,-0.0004486853827486855,5.531116985965983e-05,0.037108808982671694
PatchTST,QELM,ExchangeRate,2,NaiveKD,607,-46.67948125681915,7.447496004804534e-203,-0.002384032970186955,-0.0021585735220836454,0.01749066492501985
PatchTST,QELM,ExchangeRate,2,LegacyPersist,607,12.43646118792236,8.73305296212679e-32,0.0008170864320800469,0.0011433671388155252,0.033699628649579205
PatchTST,QELM,ExchangeRate,3,NaiveKD,607,0.5510661489507117,0.5817914351113289,-0.0003260373480424678,0.0007423575372815659,0.023440716600912702
PatchTST,QELM,ExchangeRate,3,LegacyPersist,607,1.2598960472506129,0.2081918382047915,-0.00012352402354406477,0.0008376974701464076,0.02782230944117576
PatchTST,QELM,ExchangeRate,4,NaiveKD,607,-2.7015365253919628,0.007095141839905728,-0.0010283415105759245,-0.00018386215609621088,0.03818166526423381
PatchTST,QELM,ExchangeRate,4,LegacyPersist,607,2.022060472587765,0.043608970405101775,2.064063428376404e-05,0.0002753451909302984,0.20160130575257024
PatchTST,QELM,Jena,0,NaiveKD,1600,-5.403653577848618,7.515663280565112e-08,-0.8860635618157684,-0.31785144409723604,0.026512109863955486
PatchTST,QELM,Jena,0,LegacyPersist,1600,-1.9866739371097235,0.04712897595381322,-0.06213036955357529,0.008286286827176796,0.07009172432887927
PatchTST,QELM,Jena,1,NaiveKD,1600,-3.5121588194964053,0.00045683750861398717,-0.3643857050812803,-0.05789706231118181,0.033721385667081764
PatchTST,QELM,Jena,1,LegacyPersist,1600,-1.3124057533136995,0.18957161681025442,-0.11139296953426674,0.026058093591825975,0.051763419415140996
PatchTST,QELM,Jena,2,NaiveKD,1600,-8.413994906383877,8.668448679030869e-17,-0.7825809950798284,-0.3863279016944581,0.018534740353945492
PatchTST,QELM,Jena,2,LegacyPersist,1600,-3.5296716231126037,0.0004278604525234598,-0.20839674437604844,-0.06645908704027535,0.04403185439244294
PatchTST,QELM,Jena,3,NaiveKD,1600,-3.834116507219221,0.00013090470593642473,-0.7679561894210055,-0.1368849476478063,0.021621250993754094
PatchTST,QELM,Jena,3,LegacyPersist,1600,-2.8338963679990283,0.004656176781433287,-0.33732028420222926,-0.024975953037152283,0.028429661422173236
PatchTST,QELM,Jena,4,NaiveKD,1600,-3.2294845953527385,0.0012653122492351217,-0.5184774961071089,-0.06734377988195048,0.03552344281946221
PatchTST,QELM,Jena,4,LegacyPersist,1600,0.19898361436292222,0.8423008597833841,-0.08942276178835891,0.09848023072583588,0.057863696409634804
PatchTST,QELM-NISQ,AAPL,0,NaiveKD,486,-0.8074020471985514,0.4198306767312865,-4.886222213751985e-07,3.3203154081792987e-07,1.0
PatchTST,QELM-NISQ,AAPL,0,LegacyPersist,486,-0.6695259679275501,0.5034786243516034,-6.720524131791828e-05,1.677261797688256e-05,1.0
PatchTST,QELM-NISQ,AAPL,1,NaiveKD,486,-1.1769256005529063,0.23980247517317613,-7.199943199784422e-07,2.8580440583910467e-08,1.0
PatchTST,QELM-NISQ,AAPL,1,LegacyPersist,486,-2.217360797735575,0.027061262565339736,-9.695230887382609e-07,-1.9926096814772788e-07,1.0
PatchTST,QELM-NISQ,AAPL,2,NaiveKD,486,4.390692156153801,1.3880527491793352e-05,3.705463284021052e-07,6.307929240688374e-07,1.0
PatchTST,QELM-NISQ,AAPL,2,LegacyPersist,486,6.070170789424071,2.579479960052245e-09,1.2511041574946648e-06,2.0397428438496683e-06,0.8554196612448605
PatchTST,QELM-NISQ,AAPL,3,NaiveKD,486,-1.9452732151635859,0.052319569710523844,-7.56986126870898e-07,2.561738798893037e-07,1.0
PatchTST,QELM-NISQ,AAPL,3,LegacyPersist,486,-0.16821196009791878,0.8664866542190477,-5.305657434419043e-05,7.699035283431041e-05,1.0
PatchTST,QELM-NISQ,AAPL,4,NaiveKD,486,-0.8945110758000654,0.37149219279672907,-4.6380764877599945e-07,-9.708415042348827e-09,1.0
PatchTST,QELM-NISQ,AAPL,4,LegacyPersist,486,-2.211055336613965,0.027497763467746805,-3.542425034284101e-05,-7.705790672926502e-06,1.0
PatchTST,QELM-NISQ,ETTh1,0,NaiveKD,1393,-2.9248682130858974,0.003501829690064233,-0.18892623499110714,-0.011086271682383787,0.020667761095705617
PatchTST,QELM-NISQ,ETTh1,0,LegacyPersist,1393,-1.8789106637445483,0.06046550060554301,-0.09548203764698612,0.012522582723695538,0.03544845301998615
PatchTST,QELM-NISQ,ETTh1,1,NaiveKD,1393,-13.881756396008797,3.9309949230629597e-41,-1.8445504023779749,-1.0705526043812708,0.0059440854316694
PatchTST,QELM-NISQ,ETTh1,1,LegacyPersist,1393,-12.68855152703973,5.460921571666171e-35,-1.2232328408584265,-0.6660792024013216,0.005962912451709359
PatchTST,QELM-NISQ,ETTh1,2,NaiveKD,1393,-29.564575456649987,1.73729009613254e-149,-3.268559889158412,-2.5506790981178056,0.007354531219619943
PatchTST,QELM-NISQ,ETTh1,2,LegacyPersist,1393,-15.237239372462751,1.3284772571729114e-48,-0.851520606207916,-0.5306334079167694,0.008492524700940538
PatchTST,QELM-NISQ,ETTh1,3,NaiveKD,1393,-2.124857225442983,0.033774299156220405,-0.507932410824025,0.04503824080942942,0.02252513249836716
PatchTST,QELM-NISQ,ETTh1,3,LegacyPersist,1393,-0.681035830780942,0.49596209056871454,-0.02680598095711922,0.010626242217813027,0.14648376151493367
PatchTST,QELM-NISQ,ETTh1,4,NaiveKD,1393,-3.7903055491625475,0.00015689019231485506,-0.09761462190642428,-0.029590168771817374,0.06047323303304838
PatchTST,QELM-NISQ,ETTh1,4,LegacyPersist,1393,-2.1637147556960454,0.030655915268906847,-0.05055801777405783,0.005817040214843227,0.09537834587172536
PatchTST,QELM-NISQ,ETTm2,0,NaiveKD,1600,-5.800777981293402,7.941145203599188e-09,-1.803269033914432,-0.4547972070877441,0.00895603072513968
PatchTST,QELM-NISQ,ETTm2,0,LegacyPersist,1600,-2.4796237909357517,0.013254466101737387,-0.3698947412702255,0.03179300837242043,0.01433124891862277
PatchTST,QELM-NISQ,ETTm2,1,NaiveKD,1600,-10.024540733767315,5.580262224670232e-23,-1.7044860512632876,-1.095940654056147,0.03035514775083831
PatchTST,QELM-NISQ,ETTm2,1,LegacyPersist,1600,-5.21807331397095,2.0444387457613815e-07,-0.46946652144938705,-0.2384028664845975,0.03815395709086271
PatchTST,QELM-NISQ,ETTm2,2,NaiveKD,1600,-7.497987992843491,1.0684706579233517e-13,-1.7439923026910984,-0.7056715191630648,0.013330843819818819
PatchTST,QELM-NISQ,ETTm2,2,LegacyPersist,1600,-2.8668162212313955,0.004200543456136943,-0.4455149981614668,0.030193361157085714,0.013493505537659628
PatchTST,QELM-NISQ,ETTm2,3,NaiveKD,1600,-8.86442522434785,2.00579744937736e-18,-1.3666436021951958,-0.7447605532486924,0.022159418196597613
PatchTST,QELM-NISQ,ETTm2,3,LegacyPersist,1600,-2.957635169301323,0.0031455875271690823,-0.20629447929305023,-0.02008096222858884,0.04262443422720747
PatchTST,QELM-NISQ,ETTm2,4,NaiveKD,1600,-8.88885106875379,1.627179473216639e-18,-1.7892984393595253,-1.010899054467911,0.026893878966582796
PatchTST,QELM-NISQ,ETTm2,4,LegacyPersist,1600,-5.426647528304958,6.624637768306705e-08,-0.5721029514949768,-0.1877813696046363,0.02492628860620273
PatchTST,QELM-NISQ,Energy,0,NaiveKD,1600,-6.2322068763488865,5.869923312841505e-10,-410.1691650285721,-214.66764537858967,0.03516858684673596
PatchTST,QELM-NISQ,Energy,0,LegacyPersist,1600,-7.839025369667439,8.227293980840602e-15,-441.3192907547951,-264.97287620592124,0.04616715450771984
PatchTST,QELM-NISQ,Energy,1,NaiveKD,1600,-4.700622880879184,2.8164211323959746e-06,-595.1215879306793,-105.98866089868555,0.00802637620931135
PatchTST,QELM-NISQ,Energy,1,LegacyPersist,1600,-4.581263083689561,4.9801339053683344e-06,-772.9800275216102,-121.80671752214444,0.0065431780320837985
PatchTST,QELM-NISQ,Energy,2,NaiveKD,1600,-1.349969916296434,0.17721669519628458,-85.39185532855988,24.788996988296507,0.07420026301245797
PatchTST,QELM-NISQ,Energy,2,LegacyPersist,1600,-0.12475992944375547,0.9007292930926591,-34.14528732919693,46.0999021949768,0.08403165452616629
PatchTST,QELM-NISQ,Energy,3,NaiveKD,1600,-5.158925008619145,2.79385604036718e-07,-276.119710395813,-93.74364168167119,0.030005275735308083
PatchTST,QELM-NISQ,Energy,3,LegacyPersist,1600,-4.136647226303364,3.707358394074547e-05,-192.9057810931206,-42.37566867494586,0.03091873562861538
PatchTST,QELM-NISQ,Energy,4,NaiveKD,1600,-4.876714241788021,1.185971291564451e-06,-440.2953245868683,-172.14989112949374,0.06175042633239855
PatchTST,QELM-NISQ,Energy,4,LegacyPersist,1600,-4.585502391706725,4.881427264163489e-06,-467.4218733458519,-157.27735510015498,0.05436541486591893
PatchTST,QELM-NISQ,ExchangeRate,0,NaiveKD,607,-5.259725367664019,2.0036352856159967e-07,-0.002293957956451723,-0.0009717454820126457,0.0354742234269982
PatchTST,QELM-NISQ,ExchangeRate,0,LegacyPersist,607,-5.939380668356748,4.823060105234216e-09,-0.002868561442677527,-0.0013510553745470046,0.054457815726182364
PatchTST,QELM-NISQ,ExchangeRate,1,NaiveKD,607,-5.930315562489969,5.0815718969712604e-09,-0.0019883874042670793,-0.0009954632480893074,0.026335712858179476
PatchTST,QELM-NISQ,ExchangeRate,1,LegacyPersist,607,-1.8836059581061013,0.06009686661320059,-0.0004200301930550762,-6.507980398284473e-05,0.05708800286997764
PatchTST,QELM-NISQ,ExchangeRate,2,NaiveKD,607,-21.700415085317076,1.0673772987159594e-77,-0.0031215659945687704,-0.00261111767437843,0.030849771377291373
PatchTST,QELM-NISQ,ExchangeRate,2,LegacyPersist,607,1.260826030819002,0.20785673508324426,-4.4679631904086725e-05,0.00030943906729460934,0.05640942886426623
PatchTST,QELM-NISQ,ExchangeRate,3,NaiveKD,607,-1.0953705603620179,0.27378946627321205,-0.0011157069564969593,0.000485537551438184,0.02037494684694585
PatchTST,QELM-NISQ,ExchangeRate,3,LegacyPersist,607,2.2791615189137904,0.023004344362915628,3.6760113197048937e-05,0.001294402971288766,0.027994170730205544
PatchTST,QELM-NISQ,ExchangeRate,4,NaiveKD,607,-2.972055128772432,0.0030754954696828652,-0.0018495619891282736,-0.00036262989424313294,0.03363920473265384
PatchTST,QELM-NISQ,ExchangeRate,4,LegacyPersist,607,-0.6196944699053456,0.5356918809441071,-0.00019740858737607924,5.986744756971466e-05,0.14091819452014803
PatchTST,QELM-NISQ,Jena,0,NaiveKD,1600,-5.395073798874601,7.877037450982118e-08,-0.8939294218183496,-0.30918678239732994,0.02611787152881263
PatchTST,QELM-NISQ,Jena,0,LegacyPersist,1600,-1.3927476030279067,0.163889742348032,-0.05012804412143305,0.01353411550563759,0.0763541998445442
PatchTST,QELM-NISQ,Jena,1,NaiveKD,1600,-3.552142558020072,0.00039319292784638647,-0.3923928561087232,-0.06481585522438404,0.03179481603593341
PatchTST,QELM-NISQ,Jena,1,LegacyPersist,1600,-1.1513769054219831,0.24974934162314621,-0.11499539661337622,0.03463906352128827,0.05066274876238806
PatchTST,QELM-NISQ,Jena,2,NaiveKD,1600,-8.035063169349849,1.79938634339406e-15,-0.7273775232201443,-0.32876320896740074,0.0150376605754725
PatchTST,QELM-NISQ,Jena,2,LegacyPersist,1600,-3.2174825937336444,0.0013191019978192188,-0.19914847042225303,-0.0505164532209747,0.04235227151330545
PatchTST,QELM-NISQ,Jena,3,NaiveKD,1600,-3.2443813285193466,0.0012013692065520531,-0.7387816924890503,-0.08767010382888858,0.021556256249430254
PatchTST,QELM-NISQ,Jena,3,LegacyPersist,1600,-2.1762891358791303,0.029679589518645397,-0.3073410829626955,0.012084283675066948,0.027888935258671338
PatchTST,QELM-NISQ,Jena,4,NaiveKD,1600,-3.3553878326087636,0.0008110948786632175,-0.5236323198159225,-0.07709549963846807,0.03545398126555913
PatchTST,QELM-NISQ,Jena,4,LegacyPersist,1600,-1.0801408822060803,0.28024233896060513,-0.14080379606154747,0.05595369789749383,0.06064486985585684
PatchTST,ClassicalELM,AAPL,0,NaiveKD,486,-1.3596866990252507,0.17456085326948784,-2.173977087677261e-08,4.890784927846961e-09,1.0
PatchTST,ClassicalELM,AAPL,0,LegacyPersist,486,-0.7943193652526354,0.4273980208116014,-0.0001128948442139682,2.641028632628329e-05,0.8182650041734829
PatchTST,ClassicalELM,AAPL,1,NaiveKD,486,1.2672031067166867,0.20569079871300885,-6.124020818574928e-10,1.447061613324738e-08,1.0
PatchTST,ClassicalELM,AAPL,1,LegacyPersist,486,0.9164489950437446,0.359886905572818,-2.5286823712335325e-05,3.032649871069214e-05,1.0
PatchTST,ClassicalELM,AAPL,2,NaiveKD,486,-2.0329649954718323,0.042600150634912536,-1.1306658479166618e-09,-1.8391704547061866e-10,1.0
PatchTST,ClassicalELM,AAPL,2,LegacyPersist,486,-4.005130912566758,7.170604085257067e-05,-0.00012180812368476036,-4.752402226421446e-05,0.9063516655399962
PatchTST,ClassicalELM,AAPL,3,NaiveKD,486,,,0.0,0.0,1.0
PatchTST,ClassicalELM,AAPL,3,LegacyPersist,486,,,0.0,0.0,1.0
PatchTST,ClassicalELM,AAPL,4,NaiveKD,486,,,0.0,0.0,1.0
PatchTST,ClassicalELM,AAPL,4,LegacyPersist,486,-1.9051765679391972,0.05734825911657137,-3.512492801020604e-05,-4.506372624372021e-06,1.0
PatchTST,ClassicalELM,ETTh1,0,NaiveKD,1393,-0.03081956699344502,0.9754178537154067,-0.00046656215556730747,0.000312012988119269,0.1316728982563031
PatchTST,ClassicalELM,ETTh1,0,LegacyPersist,1393,-1.0105053228277414,0.31242886473355796,-0.026038159102693532,0.010431617125066489,0.12199564990696785
PatchTST,ClassicalELM,ETTh1,1,NaiveKD,1393,,,0.0,0.0,1.0
PatchTST,ClassicalELM,ETTh1,1,LegacyPersist,1393,4.919179549614308,9.725064943735367e-07,0.037617901666123325,0.09378388264649049,0.04078993095800264
PatchTST,ClassicalELM,ETTh1,2,NaiveKD,1393,6.594006495150354,6.062250437652433e-11,0.04021580549009139,0.1069356225227719,0.014791994498963124
PatchTST,ClassicalELM,ETTh1,2,LegacyPersist,1393,-0.006474464388958182,0.9948350886308333,-0.014111633030249758,0.027484803048296102,0.09094104850078892
PatchTST,ClassicalELM,ETTh1,3,NaiveKD,1393,-4.103483048280322,4.3059249949090466e-05,-0.03200265242205365,-0.007922156562136818,0.02822575435769582
PatchTST,ClassicalELM,ETTh1,3,LegacyPersist,1393,3.298407639791751,0.0009969036440128976,0.008566240661985483,0.05271096060430925,0.0488308408649885
PatchTST,ClassicalELM,ETTh1,4,NaiveKD,1393,-0.6506208384441369,0.515398647303532,-0.0028643364641662986,0.002318387770087959,0.05461650489999754
PatchTST,ClassicalELM,ETTh1,4,LegacyPersist,1393,1.6592905303545198,0.0972825233003881,-0.002907097627918924,0.028099033048233357,0.09947146553119422
PatchTST,ClassicalELM,ETTm2,0,NaiveKD,1600,-3.896028544732256,0.00010181618074460337,-0.23987440335936844,-0.017884191633202172,0.015076419286254073
PatchTST,ClassicalELM,ETTm2,0,LegacyPersist,1600,0.6291541661772035,0.5293380031052382,-0.04735738569963724,0.05905172861134633,0.04515386942306203
PatchTST,ClassicalELM,ETTm2,1,NaiveKD,1600,-3.608047138057237,0.00031800526115458375,-0.272121790403733,-0.03905216759792531,0.029848851324036425
PatchTST,ClassicalELM,ETTm2,1,LegacyPersist,1600,-2.8261872500121052,0.004769150797877338,-0.2443499191259034,-0.025476502161938915,0.03518792318532434
PatchTST,ClassicalELM,ETTm2,2,NaiveKD,1600,-2.2395868137705164,0.025254740608178484,-0.1435509707913734,0.004317725898232218,0.0466572496739228
PatchTST,ClassicalELM,ETTm2,2,LegacyPersist,1600,-1.2355189805415547,0.21681890655426045,-0.11502660702448338,0.034779312489088623,0.05534440586980637
PatchTST,ClassicalELM,ETTm2,3,NaiveKD,1600,-1.3050786263817513,0.1920538468517905,-0.08195588667201809,0.01604186817398288,0.02673113773728561
PatchTST,ClassicalELM,ETTm2,3,LegacyPersist,1600,0.6899535672808838,0.49032350919905077,-0.029270338789094238,0.03474550005840136,0.0878155981737926
PatchTST,ClassicalELM,ETTm2,4,NaiveKD,1600,2.1290630160229447,0.03340148372249148,0.00162302685296163,0.10554572355956768,0.05811296021298311
PatchTST,ClassicalELM,ETTm2,4,LegacyPersist,1600,-1.6692130094950222,0.09527092410451216,-0.06091576362238266,0.0008559548456687401,0.07277118153817565
PatchTST,ClassicalELM,Energy,0,NaiveKD,1600,-2.499472486936902,0.012537404439298854,-80.96705168581009,-1.343016883850131,0.031126668862370463
PatchTST,ClassicalELM,Energy,0,LegacyPersist,1600,-1.6564954853321514,0.09781771242987865,-86.41810285663604,9.56288142395019,0.059431940291046585
PatchTST,ClassicalELM,Energy,1,NaiveKD,1600,1.1198461575204812,0.26294750335683087,-13.804617863655091,60.20129664039607,0.022522264345859334
PatchTST,ClassicalELM,Energy,1,LegacyPersist,1600,-0.6783120570043417,0.4976720042715541,-27.450601338386534,11.461958177089683,0.27731985645226537
PatchTST,ClassicalELM,Energy,2,NaiveKD,1600,-5.4812248709901015,4.900450273351711e-08,-53.42027877998352,-22.25857462835312,0.079133776638148
PatchTST,ClassicalELM,Energy,2,LegacyPersist,1600,-1.3252472573100373,0.18527848197912344,-21.890222045898437,-0.03624777889251848,0.2875401690647336
PatchTST,ClassicalELM,Energy,3,NaiveKD,1600,-4.547509352739649,5.837244488249173e-06,-34.26934050130844,-12.9790847940445,0.1024533274624074
PatchTST,ClassicalELM,Energy,3,LegacyPersist,1600,-3.30503023588495,0.0009706755833304877,-55.127132551193235,-15.918064533710483,0.13108146593913883
PatchTST,ClassicalELM,Energy,4,NaiveKD,1600,0.2426039408802942,0.8083433416531031,-44.51641601848603,62.741840869903484,0.09463746587730815
PatchTST,ClassicalELM,Energy,4,LegacyPersist,1600,-0.30090810544291385,0.763523690471899,-29.407849957466127,26.10463017082214,0.12913367733587344
PatchTST,ClassicalELM,ExchangeRate,0,NaiveKD,607,5.162635595142841,3.3064570558491177e-07,0.00021176397771869142,0.0006762110827455398,0.038659065562131965
PatchTST,ClassicalELM,ExchangeRate,0,LegacyPersist,607,3.9615874417387476,8.331048167805406e-05,5.350726597353239e-05,0.0006151375651441642,0.4209511022315959
PatchTST,ClassicalELM,ExchangeRate,1,NaiveKD,607,-7.137985269112722,2.718595447290077e-12,-0.0011431379180825033,-0.0004357523017068511,0.006633303645882433
PatchTST,ClassicalELM,ExchangeRate,1,LegacyPersist,607,0.2339732213727563,0.8150847884203289,-0.0003099298709159628,0.00028636725666902836,0.012572844693545608
PatchTST,ClassicalELM,ExchangeRate,2,NaiveKD,607,12.924537866674804,6.368551437872347e-34,5.015746431035501e-05,7.012904923918613e-05,0.01696706765628046
PatchTST,ClassicalELM,ExchangeRate,2,LegacyPersist,607,4.187356854238679,3.2411921296814844e-05,0.00019211147158503336,0.000594702873630618,0.03691557032154416
PatchTST,ClassicalELM,ExchangeRate,3,NaiveKD,607,1.9141437588225156,0.056072468488237784,7.3582761636375155e-06,0.00020644690429475726,0.028409403175325254
PatchTST,ClassicalELM,ExchangeRate,3,LegacyPersist,607,0.748293490534403,0.4545734553362003,-0.0007023297411756348,0.0009304944335680939,0.010450335272264286
PatchTST,ClassicalELM,ExchangeRate,4,NaiveKD,607,0.7286795327548701,0.46647921141151927,-0.0001368027197502406,0.00024900894616485024,0.07624566753261412
PatchTST,ClassicalELM,ExchangeRate,4,LegacyPersist,607,1.5032662327458244,0.13329133795119863,-4.129686785625567e-06,0.00022673031760731018,0.1820835704210106
PatchTST,ClassicalELM,Jena,0,NaiveKD,1600,-1.3759618766318453,0.16902611855798513,-0.021026843490311878,0.00507363701798021,0.07933579930003162
PatchTST,ClassicalELM,Jena,0,LegacyPersist,1600,-3.871131234970695,0.00011269129720089216,-0.07222180050238967,-0.02037174963112921,0.06021811570260489
PatchTST,ClassicalELM,Jena,1,NaiveKD,1600,-3.0098859941477323,0.0026543585066799076,-0.0368207999910228,-0.005690344994422052,0.07392804609793714
PatchTST,ClassicalELM,Jena,1,LegacyPersist,1600,1.7163927446886074,0.08628386323025661,-0.005279771781992167,0.06333253242727363,0.09080343005868934
PatchTST,ClassicalELM,Jena,2,NaiveKD,1600,5.541035470792524,3.5107008181620924e-08,0.025039636849891394,0.06443226108024827,0.048092178183720545
PatchTST,ClassicalELM,Jena,2,LegacyPersist,1600,4.888677175806139,1.117134306844897e-06,0.049398749298416075,0.14773796805250458,0.05014202587966537
PatchTST,ClassicalELM,Jena,3,NaiveKD,1600,-1.633041488814694,0.10265714897613065,-0.04443992046639323,0.007436523370444774,0.03995495630459267
PatchTST,ClassicalELM,Jena,3,LegacyPersist,1600,-0.5865944685437732,0.557558899310433,-0.05997773580183275,0.022843257448403164,0.0736041976946473
PatchTST,ClassicalELM,Jena,4,NaiveKD,1600,3.16373062432148,0.001586906335573372,0.008685879695229232,0.11289533021626987,0.03231671708423392
PatchTST,ClassicalELM,Jena,4,LegacyPersist,1600,0.018072416896144874,0.9855833371648254,-0.03815033872518688,0.0397074109567329,0.06761280984297492
N-HiTS,QELM,AAPL,0,NaiveKD,486,1.1551169343427221,0.24861132077406853,-4.62633530789442e-09,8.92316255672478e-09,1.0
N-HiTS,QELM,AAPL,0,LegacyPersist,486,-1.5669616142687903,0.11777585240266526,-8.438896778741e-05,5.589047094247467e-06,0.6618875341743444
N-HiTS,QELM,AAPL,1,NaiveKD,486,0.9084072087395113,0.36411427865206847,3.832603187718019e-12,4.599123825261622e-11,1.0
