dataset,origin,seed,model,gate,action,cal_MASE,persistence_MASE,diverged,MAE,RMSE,MSE,MASE,Bias,WAPE,teacher,student,policy,picked,MASE_NS,regret,rel_regret
ETTh1,0,42,PatchTST_LegacyPersist[QELM-NISQ],0.5056604178493093,,2.1064896719804684,2.4577925311980358,False,1.564991244604554,2.0593360671505594,4.240865037467134,2.124164993236548,0.4274259006386597,14.24854824703342,QELM-NISQ,PatchTST,LegacyPersist,,2.076449959487368,0.04771503374918007,0.022979139724108696
ETTh1,0,42,N-HiTS_NaiveKD[QELM-NISQ],1.0,,2.26522774017703,2.4577925311980358,False,1.6402539977276545,2.126877544221447,4.523608088113453,2.2263192423608555,0.456104268922735,14.933782092766556,QELM-NISQ,N-HiTS,NaiveKD,,2.134462035970703,0.0918572063901526,0.04303529640824842
ETTh1,0,42,N-HiTS_SoftSR[QELM-NISQ],0.0,reject,2.1098040700132987,2.4577925311980358,False,1.5725776523344537,2.0660321891261435,4.268489006505364,2.134462035970703,0.410901344658285,14.317619110486374,QELM-NISQ,N-HiTS,SoftSR,,2.134462035970703,0.0,0.0
ETTh1,0,42,N-HiTS_HardRejectSR[QELM-NISQ],0.0,,2.1098040700132987,2.4577925311980358,False,1.5725776523344537,2.0660321891261435,4.268489006505364,2.134462035970703,0.410901344658285,14.317619110486374,QELM-NISQ,N-HiTS,HardRejectSR,,2.134462035970703,0.0,0.0
ETTh1,0,42,N-HiTS_LegacyPersist[QELM-NISQ],0.5056604178493093,,2.179029618364676,2.4577925311980358,False,1.6582940361607614,2.160675537623924,4.668518778886432,2.250805013925623,0.6074951289800629,15.098028607805311,QELM-NISQ,N-HiTS,LegacyPersist,,2.134462035970703,0.1163429779549201,0.05450693242337761
ETTh1,0,42,DLinear_NaiveKD[ClassicalELM],1.0,,2.016167386454824,2.4577925311980358,False,1.5187327906000867,2.019859969196365,4.079834295161941,2.061378323358173,0.3011353582992426,13.827385626483188,ClassicalELM,DLinear,NaiveKD,,2.059679924488529,0.0016983988696441799,0.0008245935931360479
ETTh1,0,42,DLinear_SoftSR[ClassicalELM],0.9401694055832832,attenuate,2.0143252678287715,2.4577925311980358,False,1.5192715508939547,2.0228762021935225,4.092028129400889,2.0621095835233185,0.3327984508643112,13.832290798999155,ClassicalELM,DLinear,SoftSR,,2.059679924488529,0.002429659034789644,0.0011796294200386453
ETTh1,0,42,DLinear_HardRejectSR[ClassicalELM],0.0,,2.009654931323255,2.4577925311980358,False,1.5174814850897789,2.024174821870386,4.097283709494008,2.059679924488529,0.3309365631604656,13.815993047133707,ClassicalELM,DLinear,HardRejectSR,,2.059679924488529,0.0,0.0
ETTh1,0,42,DLinear_LegacyPersist[ClassicalELM],1.0,,2.01193077139431,2.4577925311980358,False,1.5157679156784694,2.0193567649299125,4.077801744068202,2.0573540941239603,0.3291116146757203,13.8003917608544,ClassicalELM,DLinear,LegacyPersist,,2.059679924488529,-0.0023258303645685707,-0.0011292193203981118
ETTh1,0,42,PatchTST_NaiveKD[ClassicalELM],1.0,,2.0630379409251565,2.4577925311980358,False,1.5370798159170505,2.02588739046304,4.104219718837144,2.086280768686656,0.3405700608513862,13.994427120369856,ClassicalELM,PatchTST,NaiveKD,,2.076449959487368,0.009830809199288026,0.0047344310679728815
