dataset,teacher,seed,epoch,gate,r_global,distill_weight
ETTh1,VQC,42,9,0.10703139062084306,0.10703139062084306,0.03210941718625292
ETTh1,VQC,42,10,0.10703139062084306,0.10703139062084306,0.03210941718625292
ETTh1,VQC,42,11,0.10703139062084306,0.10703139062084306,0.03210941718625292
ETTh1,VQC,42,12,0.10703139062084306,0.10703139062084306,0.03210941718625292
ETTh1,VQC,42,13,0.10703139062084306,0.10703139062084306,0.03210941718625292
ETTh1,VQC,42,14,0.10703139062084306,0.10703139062084306,0.03210941718625292
ETTh1,VQC,42,15,0.10703139062084306,0.10703139062084306,0.03210941718625292
ETTh1,VQC,42,16,0.10703139062084306,0.10703139062084306,0.03210941718625292
ETTh1,VQC,42,17,0.10703139062084306,0.10703139062084306,0.03210941718625292
ETTh1,QRC,42,0,0.20965815319265926,0.20965815319265926,0.06289744595779778
ETTh1,QRC,42,1,0.20965815319265926,0.20965815319265926,0.06289744595779778
ETTh1,QRC,42,2,0.20965815319265926,0.20965815319265926,0.06289744595779778
ETTh1,QRC,42,3,0.20965815319265926,0.20965815319265926,0.06289744595779778
ETTh1,QRC,42,4,0.20965815319265926,0.20965815319265926,0.06289744595779778
ETTh1,QRC,42,5,0.20965815319265926,0.20965815319265926,0.06289744595779778
ETTh1,QRC,42,6,0.20965815319265926,0.20965815319265926,0.06289744595779778
ETTh1,QRC,42,7,0.20965815319265926,0.20965815319265926,0.06289744595779778
ETTh1,QRC,42,8,0.20965815319265926,0.20965815319265926,0.06289744595779778
ETTh1,QRC,42,9,0.20965815319265926,0.20965815319265926,0.06289744595779778
ETTh1,QRC,42,10,0.20965815319265926,0.20965815319265926,0.06289744595779778
ETTh1,QRC,42,11,0.20965815319265926,0.20965815319265926,0.06289744595779778
ETTh1,QRC,42,12,0.20965815319265926,0.20965815319265926,0.06289744595779778
ETTh1,QRC,42,13,0.20965815319265926,0.20965815319265926,0.06289744595779778
ETTh1,QRC,42,14,0.20965815319265926,0.20965815319265926,0.06289744595779778
ETTh1,QRC,42,15,0.20965815319265926,0.20965815319265926,0.06289744595779778
ETTh1,QRC,42,16,0.20965815319265926,0.20965815319265926,0.06289744595779778
ETTh1,QRC,42,17,0.20965815319265926,0.20965815319265926,0.06289744595779778
ETTh1,QRC,42,18,0.20965815319265926,0.20965815319265926,0.06289744595779778
ETTh1,QRC,42,19,0.20965815319265926,0.20965815319265926,0.06289744595779778
ETTh1,QRC,42,20,0.20965815319265926,0.20965815319265926,0.06289744595779778
ETTh1,QRC,42,21,0.20965815319265926,0.20965815319265926,0.06289744595779778
ETTh1,QRC,42,22,0.20965815319265926,0.20965815319265926,0.06289744595779778
ETTh1,QRC,42,23,0.20965815319265926,0.20965815319265926,0.06289744595779778
ETTh1,QRC,42,24,0.20965815319265926,0.20965815319265926,0.06289744595779778
ETTh1,QRC,42,25,0.20965815319265926,0.20965815319265926,0.06289744595779778
ETTh1,QKRR,42,0,0.18680580682113326,0.18680580682113326,0.05604174204633998
ETTh1,QKRR,42,1,0.18680580682113326,0.18680580682113326,0.05604174204633998
ETTh1,QKRR,42,2,0.18680580682113326,0.18680580682113326,0.05604174204633998
ETTh1,QKRR,42,3,0.18680580682113326,0.18680580682113326,0.05604174204633998
ETTh1,QKRR,42,4,0.18680580682113326,0.18680580682113326,0.05604174204633998
ETTh1,QKRR,42,5,0.18680580682113326,0.18680580682113326,0.05604174204633998
ETTh1,QKRR,42,6,0.18680580682113326,0.18680580682113326,0.05604174204633998
ETTh1,QKRR,42,7,0.18680580682113326,0.18680580682113326,0.05604174204633998
ETTh1,QKRR,42,8,0.18680580682113326,0.18680580682113326,0.05604174204633998
ETTh1,QKRR,42,9,0.18680580682113326,0.18680580682113326,0.05604174204633998
ETTh1,QKRR,42,10,0.18680580682113326,0.18680580682113326,0.05604174204633998
ETTh1,QKRR,42,11,0.18680580682113326,0.18680580682113326,0.05604174204633998
ETTh1,QKRR,42,12,0.18680580682113326,0.18680580682113326,0.05604174204633998
ETTh1,QKRR,42,13,0.18680580682113326,0.18680580682113326,0.05604174204633998
ETTh1,QKRR,42,14,0.18680580682113326,0.18680580682113326,0.05604174204633998
ETTh1,QKRR,42,15,0.18680580682113326,0.18680580682113326,0.05604174204633998
ETTh1,QKRR,42,16,0.18680580682113326,0.18680580682113326,0.05604174204633998
ETTh1,QKRR,42,17,0.18680580682113326,0.18680580682113326,0.05604174204633998
ETTh1,QKRR,42,18,0.18680580682113326,0.18680580682113326,0.05604174204633998
ETTh1,QKRR,42,19,0.18680580682113326,0.18680580682113326,0.05604174204633998
ETTh1,QKRR,42,20,0.18680580682113326,0.18680580682113326,0.05604174204633998
ETTh1,QKRR,42,21,0.18680580682113326,0.18680580682113326,0.05604174204633998
ETTh1,QKRR,42,22,0.18680580682113326,0.18680580682113326,0.05604174204633998
ETTh1,QKRR,42,23,0.18680580682113326,0.18680580682113326,0.05604174204633998
ETTh1,QKRR,42,24,0.18680580682113326,0.18680580682113326,0.05604174204633998
ETTh1,QKRR,42,25,0.18680580682113326,0.18680580682113326,0.05604174204633998
ETTh1,QKRR,42,26,0.18680580682113326,0.18680580682113326,0.05604174204633998
ETTh1,QKRR,42,27,0.18680580682113326,0.18680580682113326,0.05604174204633998
ETTh1,QKRR,42,28,0.18680580682113326,0.18680580682113326,0.05604174204633998
ETTh1,QKRR,42,29,0.18680580682113326,0.18680580682113326,0.05604174204633998
ETTh1,QKRR,42,30,0.18680580682113326,0.18680580682113326,0.05604174204633998
ETTh1,QKRR,42,31,0.18680580682113326,0.18680580682113326,0.05604174204633998
ETTh1,QKRR,42,32,0.18680580682113326,0.18680580682113326,0.05604174204633998
ETTh1,QKRR,42,33,0.18680580682113326,0.18680580682113326,0.05604174204633998
ETTh1,QELM,123,0,0.07523695018263576,0.07523695018263576,0.02257108505479073
ETTh1,QELM,123,1,0.07523695018263576,0.07523695018263576,0.02257108505479073
ETTh1,QELM,123,2,0.07523695018263576,0.07523695018263576,0.02257108505479073
ETTh1,QELM,123,3,0.07523695018263576,0.07523695018263576,0.02257108505479073
ETTh1,QELM,123,4,0.07523695018263576,0.07523695018263576,0.02257108505479073
ETTh1,QELM,123,5,0.07523695018263576,0.07523695018263576,0.02257108505479073
ETTh1,QELM,123,6,0.07523695018263576,0.07523695018263576,0.02257108505479073
ETTh1,QELM,123,7,0.07523695018263576,0.07523695018263576,0.02257108505479073
ETTh1,QELM,123,8,0.07523695018263576,0.07523695018263576,0.02257108505479073
ETTh1,QELM,123,9,0.07523695018263576,0.07523695018263576,0.02257108505479073
ETTh1,QELM,123,10,0.07523695018263576,0.07523695018263576,0.02257108505479073
ETTh1,QELM,123,11,0.07523695018263576,0.07523695018263576,0.02257108505479073
ETTh1,QELM,123,12,0.07523695018263576,0.07523695018263576,0.02257108505479073
ETTh1,QELM,123,13,0.07523695018263576,0.07523695018263576,0.02257108505479073
ETTh1,QELM,123,14,0.07523695018263576,0.07523695018263576,0.02257108505479073
ETTh1,QELM,123,15,0.07523695018263576,0.07523695018263576,0.02257108505479073
ETTh1,QELM,123,16,0.07523695018263576,0.07523695018263576,0.02257108505479073
ETTh1,QELM,123,17,0.07523695018263576,0.07523695018263576,0.02257108505479073
ETTh1,QELM,123,18,0.07523695018263576,0.07523695018263576,0.02257108505479073
ETTh1,QELM,123,19,0.07523695018263576,0.07523695018263576,0.02257108505479073
ETTh1,QELM,123,20,0.07523695018263576,0.07523695018263576,0.02257108505479073
ETTh1,QELM,123,21,0.07523695018263576,0.07523695018263576,0.02257108505479073
ETTh1,VQC,123,0,0.08247486285570922,0.08247486285570922,0.024742458856712765
ETTh1,VQC,123,1,0.08247486285570922,0.08247486285570922,0.024742458856712765
ETTh1,VQC,123,2,0.08247486285570922,0.08247486285570922,0.024742458856712765
ETTh1,VQC,123,3,0.08247486285570922,0.08247486285570922,0.024742458856712765
ETTh1,VQC,123,4,0.08247486285570922,0.08247486285570922,0.024742458856712765
ETTh1,VQC,123,5,0.08247486285570922,0.08247486285570922,0.024742458856712765
ETTh1,VQC,123,6,0.08247486285570922,0.08247486285570922,0.024742458856712765
ETTh1,VQC,123,7,0.08247486285570922,0.08247486285570922,0.024742458856712765
ETTh1,VQC,123,8,0.08247486285570922,0.08247486285570922,0.024742458856712765
ETTh1,VQC,123,9,0.08247486285570922,0.08247486285570922,0.024742458856712765
ETTh1,VQC,123,10,0.08247486285570922,0.08247486285570922,0.024742458856712765
ETTh1,VQC,123,11,0.08247486285570922,0.08247486285570922,0.024742458856712765
ETTh1,VQC,123,12,0.08247486285570922,0.08247486285570922,0.024742458856712765
ETTh1,VQC,123,13,0.08247486285570922,0.08247486285570922,0.024742458856712765
ETTh1,VQC,123,14,0.08247486285570922,0.08247486285570922,0.024742458856712765
ETTh1,VQC,123,15,0.08247486285570922,0.08247486285570922,0.024742458856712765
ETTh1,VQC,123,16,0.08247486285570922,0.08247486285570922,0.024742458856712765
ETTh1,VQC,123,17,0.08247486285570922,0.08247486285570922,0.024742458856712765
ETTh1,VQC,123,18,0.08247486285570922,0.08247486285570922,0.024742458856712765
ETTh1,VQC,123,19,0.08247486285570922,0.08247486285570922,0.024742458856712765
ETTh1,VQC,123,20,0.08247486285570922,0.08247486285570922,0.024742458856712765
ETTh1,VQC,123,21,0.08247486285570922,0.08247486285570922,0.024742458856712765
ETTh1,QRC,123,0,0.2077922865105127,0.2077922865105127,0.06233768595315381
ETTh1,QRC,123,1,0.2077922865105127,0.2077922865105127,0.06233768595315381
ETTh1,QRC,123,2,0.2077922865105127,0.2077922865105127,0.06233768595315381
ETTh1,QRC,123,3,0.2077922865105127,0.2077922865105127,0.06233768595315381
ETTh1,QRC,123,4,0.2077922865105127,0.2077922865105127,0.06233768595315381
ETTh1,QRC,123,5,0.2077922865105127,0.2077922865105127,0.06233768595315381
ETTh1,QRC,123,6,0.2077922865105127,0.2077922865105127,0.06233768595315381
ETTh1,QRC,123,7,0.2077922865105127,0.2077922865105127,0.06233768595315381
ETTh1,QRC,123,8,0.2077922865105127,0.2077922865105127,0.06233768595315381
ETTh1,QRC,123,9,0.2077922865105127,0.2077922865105127,0.06233768595315381
ETTh1,QRC,123,10,0.2077922865105127,0.2077922865105127,0.06233768595315381
ETTh1,QRC,123,11,0.2077922865105127,0.2077922865105127,0.06233768595315381
ETTh1,QRC,123,12,0.2077922865105127,0.2077922865105127,0.06233768595315381
ETTh1,QRC,123,13,0.2077922865105127,0.2077922865105127,0.06233768595315381
ETTh1,QRC,123,14,0.2077922865105127,0.2077922865105127,0.06233768595315381
ETTh1,QRC,123,15,0.2077922865105127,0.2077922865105127,0.06233768595315381
ETTh1,QRC,123,16,0.2077922865105127,0.2077922865105127,0.06233768595315381
ETTh1,QRC,123,17,0.2077922865105127,0.2077922865105127,0.06233768595315381
ETTh1,QRC,123,18,0.2077922865105127,0.2077922865105127,0.06233768595315381
ETTh1,QRC,123,19,0.2077922865105127,0.2077922865105127,0.06233768595315381
ETTh1,QRC,123,20,0.2077922865105127,0.2077922865105127,0.06233768595315381
ETTh1,QRC,123,21,0.2077922865105127,0.2077922865105127,0.06233768595315381
ETTh1,QRC,123,22,0.2077922865105127,0.2077922865105127,0.06233768595315381
ETTh1,QRC,123,23,0.2077922865105127,0.2077922865105127,0.06233768595315381
ETTh1,QRC,123,24,0.2077922865105127,0.2077922865105127,0.06233768595315381
ETTh1,QRC,123,25,0.2077922865105127,0.2077922865105127,0.06233768595315381
ETTh1,QRC,123,26,0.2077922865105127,0.2077922865105127,0.06233768595315381
ETTh1,QRC,123,27,0.2077922865105127,0.2077922865105127,0.06233768595315381
ETTh1,QRC,123,28,0.2077922865105127,0.2077922865105127,0.06233768595315381
ETTh1,QRC,123,29,0.2077922865105127,0.2077922865105127,0.06233768595315381
ETTh1,QRC,123,30,0.2077922865105127,0.2077922865105127,0.06233768595315381
ETTh1,QRC,123,31,0.2077922865105127,0.2077922865105127,0.06233768595315381
ETTh1,QRC,123,32,0.2077922865105127,0.2077922865105127,0.06233768595315381
ETTh1,QRC,123,33,0.2077922865105127,0.2077922865105127,0.06233768595315381
ETTh1,QRC,123,34,0.2077922865105127,0.2077922865105127,0.06233768595315381
ETTh1,QRC,123,35,0.2077922865105127,0.2077922865105127,0.06233768595315381
ETTh1,QKRR,123,0,0.25854934618095954,0.25854934618095954,0.07756480385428786
ETTh1,QKRR,123,1,0.25854934618095954,0.25854934618095954,0.07756480385428786
ETTh1,QKRR,123,2,0.25854934618095954,0.25854934618095954,0.07756480385428786
ETTh1,QKRR,123,3,0.25854934618095954,0.25854934618095954,0.07756480385428786
ETTh1,QKRR,123,4,0.25854934618095954,0.25854934618095954,0.07756480385428786
ETTh1,QKRR,123,5,0.25854934618095954,0.25854934618095954,0.07756480385428786
ETTh1,QKRR,123,6,0.25854934618095954,0.25854934618095954,0.07756480385428786
ETTh1,QKRR,123,7,0.25854934618095954,0.25854934618095954,0.07756480385428786
ETTh1,QKRR,123,8,0.25854934618095954,0.25854934618095954,0.07756480385428786
ETTh1,QKRR,123,9,0.25854934618095954,0.25854934618095954,0.07756480385428786
ETTh1,QKRR,123,10,0.25854934618095954,0.25854934618095954,0.07756480385428786
ETTh1,QKRR,123,11,0.25854934618095954,0.25854934618095954,0.07756480385428786
ETTh1,QKRR,123,12,0.25854934618095954,0.25854934618095954,0.07756480385428786
ETTh1,QKRR,123,13,0.25854934618095954,0.25854934618095954,0.07756480385428786
ETTh1,QKRR,123,14,0.25854934618095954,0.25854934618095954,0.07756480385428786
ETTh1,QKRR,123,15,0.25854934618095954,0.25854934618095954,0.07756480385428786
ETTh1,QKRR,123,16,0.25854934618095954,0.25854934618095954,0.07756480385428786
ETTh1,QELM,2024,0,0.08292702712640154,0.08292702712640154,0.024878108137920463
ETTh1,QELM,2024,1,0.08292702712640154,0.08292702712640154,0.024878108137920463
ETTh1,QELM,2024,2,0.08292702712640154,0.08292702712640154,0.024878108137920463
ETTh1,QELM,2024,3,0.08292702712640154,0.08292702712640154,0.024878108137920463
ETTh1,QELM,2024,4,0.08292702712640154,0.08292702712640154,0.024878108137920463
ETTh1,QELM,2024,5,0.08292702712640154,0.08292702712640154,0.024878108137920463
ETTh1,QELM,2024,6,0.08292702712640154,0.08292702712640154,0.024878108137920463
ETTh1,QELM,2024,7,0.08292702712640154,0.08292702712640154,0.024878108137920463
ETTh1,QELM,2024,8,0.08292702712640154,0.08292702712640154,0.024878108137920463
ETTh1,QELM,2024,9,0.08292702712640154,0.08292702712640154,0.024878108137920463
ETTh1,QELM,2024,10,0.08292702712640154,0.08292702712640154,0.024878108137920463
ETTh1,QELM,2024,11,0.08292702712640154,0.08292702712640154,0.024878108137920463
ETTh1,VQC,2024,0,0.0967698962228848,0.09676989622288482,0.029030968866865445
ETTh1,VQC,2024,1,0.0967698962228848,0.09676989622288482,0.029030968866865445
ETTh1,VQC,2024,2,0.0967698962228848,0.09676989622288482,0.029030968866865445
ETTh1,VQC,2024,3,0.0967698962228848,0.09676989622288482,0.029030968866865445
ETTh1,VQC,2024,4,0.0967698962228848,0.09676989622288482,0.029030968866865445
ETTh1,VQC,2024,5,0.0967698962228848,0.09676989622288482,0.029030968866865445
ETTh1,VQC,2024,6,0.0967698962228848,0.09676989622288482,0.029030968866865445
ETTh1,VQC,2024,7,0.0967698962228848,0.09676989622288482,0.029030968866865445
ETTh1,VQC,2024,8,0.0967698962228848,0.09676989622288482,0.029030968866865445
ETTh1,VQC,2024,9,0.0967698962228848,0.09676989622288482,0.029030968866865445
ETTh1,VQC,2024,10,0.0967698962228848,0.09676989622288482,0.029030968866865445
ETTh1,VQC,2024,11,0.0967698962228848,0.09676989622288482,0.029030968866865445
ETTh1,VQC,2024,12,0.0967698962228848,0.09676989622288482,0.029030968866865445
ETTh1,QRC,2024,0,0.31102692065454324,0.31102692065454324,0.09330807619636297
ETTh1,QRC,2024,1,0.31102692065454324,0.31102692065454324,0.09330807619636297
ETTh1,QRC,2024,2,0.31102692065454324,0.31102692065454324,0.09330807619636297
ETTh1,QRC,2024,3,0.31102692065454324,0.31102692065454324,0.09330807619636297
ETTh1,QRC,2024,4,0.31102692065454324,0.31102692065454324,0.09330807619636297
ETTh1,QRC,2024,5,0.31102692065454324,0.31102692065454324,0.09330807619636297
ETTh1,QRC,2024,6,0.31102692065454324,0.31102692065454324,0.09330807619636297
ETTh1,QRC,2024,7,0.31102692065454324,0.31102692065454324,0.09330807619636297
ETTh1,QRC,2024,8,0.31102692065454324,0.31102692065454324,0.09330807619636297
ETTh1,QRC,2024,9,0.31102692065454324,0.31102692065454324,0.09330807619636297
ETTh1,QRC,2024,10,0.31102692065454324,0.31102692065454324,0.09330807619636297
ETTh1,QRC,2024,11,0.31102692065454324,0.31102692065454324,0.09330807619636297
ETTh1,QRC,2024,12,0.31102692065454324,0.31102692065454324,0.09330807619636297
ETTh1,QRC,2024,13,0.31102692065454324,0.31102692065454324,0.09330807619636297
ETTh1,QRC,2024,14,0.31102692065454324,0.31102692065454324,0.09330807619636297
ETTh1,QRC,2024,15,0.31102692065454324,0.31102692065454324,0.09330807619636297
ETTh1,QRC,2024,16,0.31102692065454324,0.31102692065454324,0.09330807619636297
ETTh1,QRC,2024,17,0.31102692065454324,0.31102692065454324,0.09330807619636297
ETTh1,QRC,2024,18,0.31102692065454324,0.31102692065454324,0.09330807619636297
ETTh1,QRC,2024,19,0.31102692065454324,0.31102692065454324,0.09330807619636297
ETTh1,QRC,2024,20,0.31102692065454324,0.31102692065454324,0.09330807619636297
ETTh1,QRC,2024,21,0.31102692065454324,0.31102692065454324,0.09330807619636297
ETTh1,QRC,2024,22,0.31102692065454324,0.31102692065454324,0.09330807619636297
ETTh1,QKRR,2024,0,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,1,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,2,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,3,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,4,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,5,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,6,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,7,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,8,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,9,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,10,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,11,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,12,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,13,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,14,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,15,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,16,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,17,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,18,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,19,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,20,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,21,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,22,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,23,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,24,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,25,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,26,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,27,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,28,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,29,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,30,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,31,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,32,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,33,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,34,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,35,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,36,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,37,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,38,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,39,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,40,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,41,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,42,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,43,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,44,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QKRR,2024,45,0.27186744694828574,0.2718674469482857,0.0815602340844857
ETTh1,QELM,7,0,0.1440223604628559,0.1440223604628559,0.04320670813885677
ETTh1,QELM,7,1,0.1440223604628559,0.1440223604628559,0.04320670813885677
ETTh1,QELM,7,2,0.1440223604628559,0.1440223604628559,0.04320670813885677
ETTh1,QELM,7,3,0.1440223604628559,0.1440223604628559,0.04320670813885677
ETTh1,QELM,7,4,0.1440223604628559,0.1440223604628559,0.04320670813885677
ETTh1,QELM,7,5,0.1440223604628559,0.1440223604628559,0.04320670813885677
ETTh1,QELM,7,6,0.1440223604628559,0.1440223604628559,0.04320670813885677
ETTh1,QELM,7,7,0.1440223604628559,0.1440223604628559,0.04320670813885677
ETTh1,QELM,7,8,0.1440223604628559,0.1440223604628559,0.04320670813885677
ETTh1,QELM,7,9,0.1440223604628559,0.1440223604628559,0.04320670813885677
ETTh1,QELM,7,10,0.1440223604628559,0.1440223604628559,0.04320670813885677
ETTh1,QELM,7,11,0.1440223604628559,0.1440223604628559,0.04320670813885677
ETTh1,QELM,7,12,0.1440223604628559,0.1440223604628559,0.04320670813885677
ETTh1,QELM,7,13,0.1440223604628559,0.1440223604628559,0.04320670813885677
ETTh1,QELM,7,14,0.1440223604628559,0.1440223604628559,0.04320670813885677
ETTh1,QELM,7,15,0.1440223604628559,0.1440223604628559,0.04320670813885677
ETTh1,QELM,7,16,0.1440223604628559,0.1440223604628559,0.04320670813885677
ETTh1,QELM,7,17,0.1440223604628559,0.1440223604628559,0.04320670813885677
ETTh1,QELM,7,18,0.1440223604628559,0.1440223604628559,0.04320670813885677
ETTh1,QELM,7,19,0.1440223604628559,0.1440223604628559,0.04320670813885677
ETTh1,QELM,7,20,0.1440223604628559,0.1440223604628559,0.04320670813885677
ETTh1,QELM,7,21,0.1440223604628559,0.1440223604628559,0.04320670813885677
ETTh1,QELM,7,22,0.1440223604628559,0.1440223604628559,0.04320670813885677
ETTh1,QELM,7,23,0.1440223604628559,0.1440223604628559,0.04320670813885677
ETTh1,QELM,7,24,0.1440223604628559,0.1440223604628559,0.04320670813885677
ETTh1,QELM,7,25,0.1440223604628559,0.1440223604628559,0.04320670813885677
ETTh1,QELM,7,26,0.1440223604628559,0.1440223604628559,0.04320670813885677
ETTh1,QELM,7,27,0.1440223604628559,0.1440223604628559,0.04320670813885677
ETTh1,QELM,7,28,0.1440223604628559,0.1440223604628559,0.04320670813885677
ETTh1,QELM,7,29,0.1440223604628559,0.1440223604628559,0.04320670813885677
ETTh1,QELM,7,30,0.1440223604628559,0.1440223604628559,0.04320670813885677
ETTh1,QELM,7,31,0.1440223604628559,0.1440223604628559,0.04320670813885677
ETTh1,QELM,7,32,0.1440223604628559,0.1440223604628559,0.04320670813885677
ETTh1,QELM,7,33,0.1440223604628559,0.1440223604628559,0.04320670813885677
ETTh1,VQC,7,0,0.17884919137927183,0.17884919137927183,0.05365475741378155
ETTh1,VQC,7,1,0.17884919137927183,0.17884919137927183,0.05365475741378155
ETTh1,VQC,7,2,0.17884919137927183,0.17884919137927183,0.05365475741378155
ETTh1,VQC,7,3,0.17884919137927183,0.17884919137927183,0.05365475741378155
ETTh1,VQC,7,4,0.17884919137927183,0.17884919137927183,0.05365475741378155
ETTh1,VQC,7,5,0.17884919137927183,0.17884919137927183,0.05365475741378155
ETTh1,VQC,7,6,0.17884919137927183,0.17884919137927183,0.05365475741378155
ETTh1,VQC,7,7,0.17884919137927183,0.17884919137927183,0.05365475741378155
ETTh1,VQC,7,8,0.17884919137927183,0.17884919137927183,0.05365475741378155
ETTh1,VQC,7,9,0.17884919137927183,0.17884919137927183,0.05365475741378155
ETTh1,VQC,7,10,0.17884919137927183,0.17884919137927183,0.05365475741378155
ETTh1,VQC,7,11,0.17884919137927183,0.17884919137927183,0.05365475741378155
ETTh1,VQC,7,12,0.17884919137927183,0.17884919137927183,0.05365475741378155
ETTh1,VQC,7,13,0.17884919137927183,0.17884919137927183,0.05365475741378155
