dataset,origin,seed,model,teacher,student,policy,picked,MASE,MAE,RMSE,cal_MASE,persistence_MASE,diverged
ETTh1,2,2024,N-HiTS_Oracle[ClassicalELM],ClassicalELM,N-HiTS,Oracle,N-HiTS_NaiveKD[ClassicalELM],1.9441600578632643,1.3732780554113662,1.813592042784143,1.636093974478808,1.7864479730227842,False
ETTh1,3,42,DLinear_ValSelect[QELM],QELM,DLinear,ValSelect,DLinear_NS,2.1542480029805424,1.454394998475927,1.9552483489651125,1.7824121722795805,2.3208073356145564,False
ETTh1,3,42,DLinear_HardRejectPersist[QELM],QELM,DLinear,HardRejectPersist,DLinear_NS,2.1542480029805424,1.454394998475927,1.9552483489651125,1.7824121722795805,2.3208073356145564,False
ETTh1,3,42,DLinear_Oracle[QELM],QELM,DLinear,Oracle,DLinear_NS,2.1542480029805424,1.454394998475927,1.9552483489651125,1.7824121722795805,2.3208073356145564,False
ETTh1,3,42,PatchTST_ValSelect[QELM],QELM,PatchTST,ValSelect,PatchTST_NS,2.195261796008615,1.48208459380851,1.9566257178455528,1.805195616971005,2.3208073356145564,False
ETTh1,3,42,PatchTST_HardRejectPersist[QELM],QELM,PatchTST,HardRejectPersist,PatchTST_NS,2.195261796008615,1.48208459380851,1.9566257178455528,1.805195616971005,2.3208073356145564,False
ETTh1,3,42,PatchTST_Oracle[QELM],QELM,PatchTST,Oracle,PatchTST_NS,2.195261796008615,1.48208459380851,1.9566257178455528,1.805195616971005,2.3208073356145564,False
ETTh1,3,42,N-HiTS_ValSelect[QELM],QELM,N-HiTS,ValSelect,N-HiTS_NS,2.1785304220252155,1.470788760364348,1.9645798111484083,1.810825536058403,2.3208073356145564,False
ETTh1,3,42,N-HiTS_HardRejectPersist[QELM],QELM,N-HiTS,HardRejectPersist,N-HiTS_NS,2.1785304220252155,1.470788760364348,1.9645798111484083,1.810825536058403,2.3208073356145564,False
ETTh1,3,42,N-HiTS_Oracle[QELM],QELM,N-HiTS,Oracle,N-HiTS_NS,2.1785304220252155,1.470788760364348,1.9645798111484083,1.810825536058403,2.3208073356145564,False
ETTh1,3,42,DLinear_ValSelect[QELM-NISQ],QELM-NISQ,DLinear,ValSelect,DLinear_NS,2.1542480029805424,1.454394998475927,1.9552483489651125,1.7824121722795805,2.3208073356145564,False
ETTh1,3,42,DLinear_HardRejectPersist[QELM-NISQ],QELM-NISQ,DLinear,HardRejectPersist,DLinear_NS,2.1542480029805424,1.454394998475927,1.9552483489651125,1.7824121722795805,2.3208073356145564,False
ETTh1,3,42,DLinear_Oracle[QELM-NISQ],QELM-NISQ,DLinear,Oracle,DLinear_NS,2.1542480029805424,1.454394998475927,1.9552483489651125,1.7824121722795805,2.3208073356145564,False
ETTh1,3,42,PatchTST_ValSelect[QELM-NISQ],QELM-NISQ,PatchTST,ValSelect,PatchTST_NS,2.195261796008615,1.48208459380851,1.9566257178455528,1.805195616971005,2.3208073356145564,False
ETTh1,3,42,PatchTST_HardRejectPersist[QELM-NISQ],QELM-NISQ,PatchTST,HardRejectPersist,PatchTST_NS,2.195261796008615,1.48208459380851,1.9566257178455528,1.805195616971005,2.3208073356145564,False
ETTh1,3,42,PatchTST_Oracle[QELM-NISQ],QELM-NISQ,PatchTST,Oracle,PatchTST_NS,2.195261796008615,1.48208459380851,1.9566257178455528,1.805195616971005,2.3208073356145564,False
ETTh1,3,42,N-HiTS_ValSelect[QELM-NISQ],QELM-NISQ,N-HiTS,ValSelect,N-HiTS_NS,2.1785304220252155,1.470788760364348,1.9645798111484083,1.810825536058403,2.3208073356145564,False
ETTh1,3,42,N-HiTS_HardRejectPersist[QELM-NISQ],QELM-NISQ,N-HiTS,HardRejectPersist,N-HiTS_NS,2.1785304220252155,1.470788760364348,1.9645798111484083,1.810825536058403,2.3208073356145564,False
ETTh1,3,42,N-HiTS_Oracle[QELM-NISQ],QELM-NISQ,N-HiTS,Oracle,N-HiTS_NS,2.1785304220252155,1.470788760364348,1.9645798111484083,1.810825536058403,2.3208073356145564,False
ETTh1,3,42,DLinear_ValSelect[ClassicalELM],ClassicalELM,DLinear,ValSelect,DLinear_NaiveKD[ClassicalELM],2.139489482388548,1.4444310952929125,1.9586676702163024,1.7797914586886383,2.3208073356145564,False
ETTh1,3,42,DLinear_HardRejectPersist[ClassicalELM],ClassicalELM,DLinear,HardRejectPersist,DLinear_NS,2.1542480029805424,1.454394998475927,1.9552483489651125,1.7824121722795805,2.3208073356145564,False
ETTh1,3,42,DLinear_Oracle[ClassicalELM],ClassicalELM,DLinear,Oracle,DLinear_NaiveKD[ClassicalELM],2.139489482388548,1.4444310952929125,1.9586676702163024,1.7797914586886383,2.3208073356145564,False
ETTh1,3,42,PatchTST_ValSelect[ClassicalELM],ClassicalELM,PatchTST,ValSelect,PatchTST_NS,2.195261796008615,1.48208459380851,1.9566257178455528,1.805195616971005,2.3208073356145564,False
ETTh1,3,42,PatchTST_HardRejectPersist[ClassicalELM],ClassicalELM,PatchTST,HardRejectPersist,PatchTST_NS,2.195261796008615,1.48208459380851,1.9566257178455528,1.805195616971005,2.3208073356145564,False
ETTh1,3,42,PatchTST_Oracle[ClassicalELM],ClassicalELM,PatchTST,Oracle,PatchTST_NS,2.195261796008615,1.48208459380851,1.9566257178455528,1.805195616971005,2.3208073356145564,False
ETTh1,3,42,N-HiTS_ValSelect[ClassicalELM],ClassicalELM,N-HiTS,ValSelect,N-HiTS_NaiveKD[ClassicalELM],2.119117863908424,1.4306776277314437,1.938864861069678,1.8108008726632951,2.3208073356145564,False
ETTh1,3,42,N-HiTS_HardRejectPersist[ClassicalELM],ClassicalELM,N-HiTS,HardRejectPersist,N-HiTS_NS,2.1785304220252155,1.470788760364348,1.9645798111484083,1.810825536058403,2.3208073356145564,False
ETTh1,3,42,N-HiTS_Oracle[ClassicalELM],ClassicalELM,N-HiTS,Oracle,N-HiTS_NaiveKD[ClassicalELM],2.119117863908424,1.4306776277314437,1.938864861069678,1.8108008726632951,2.3208073356145564,False
ETTh1,3,123,DLinear_ValSelect[QELM],QELM,DLinear,ValSelect,DLinear_NS,2.157117016770695,1.4563319524854856,1.959586277112264,1.785576526663324,2.3208073356145564,False
ETTh1,3,123,DLinear_HardRejectPersist[QELM],QELM,DLinear,HardRejectPersist,DLinear_NS,2.157117016770695,1.4563319524854856,1.959586277112264,1.785576526663324,2.3208073356145564,False
ETTh1,3,123,DLinear_Oracle[QELM],QELM,DLinear,Oracle,DLinear_NS,2.157117016770695,1.4563319524854856,1.959586277112264,1.785576526663324,2.3208073356145564,False
ETTh1,3,123,PatchTST_ValSelect[QELM],QELM,PatchTST,ValSelect,PatchTST_NS,2.245985421105788,1.516329576996995,1.9921592752630315,1.793086279304782,2.3208073356145564,False
ETTh1,3,123,PatchTST_HardRejectPersist[QELM],QELM,PatchTST,HardRejectPersist,PatchTST_NS,2.245985421105788,1.516329576996995,1.9921592752630315,1.793086279304782,2.3208073356145564,False
ETTh1,3,123,PatchTST_Oracle[QELM],QELM,PatchTST,Oracle,PatchTST_NS,2.245985421105788,1.516329576996995,1.9921592752630315,1.793086279304782,2.3208073356145564,False
ETTh1,3,123,N-HiTS_ValSelect[QELM],QELM,N-HiTS,ValSelect,N-HiTS_NS,2.0909487019842694,1.4116598135535656,1.887004272583096,1.8036127961355573,2.3208073356145564,False
ETTh1,3,123,N-HiTS_HardRejectPersist[QELM],QELM,N-HiTS,HardRejectPersist,N-HiTS_NS,2.0909487019842694,1.4116598135535656,1.887004272583096,1.8036127961355573,2.3208073356145564,False
ETTh1,3,123,N-HiTS_Oracle[QELM],QELM,N-HiTS,Oracle,N-HiTS_NS,2.0909487019842694,1.4116598135535656,1.887004272583096,1.8036127961355573,2.3208073356145564,False
ETTh1,3,123,DLinear_ValSelect[QELM-NISQ],QELM-NISQ,DLinear,ValSelect,DLinear_NS,2.157117016770695,1.4563319524854856,1.959586277112264,1.785576526663324,2.3208073356145564,False
ETTh1,3,123,DLinear_HardRejectPersist[QELM-NISQ],QELM-NISQ,DLinear,HardRejectPersist,DLinear_NS,2.157117016770695,1.4563319524854856,1.959586277112264,1.785576526663324,2.3208073356145564,False
ETTh1,3,123,DLinear_Oracle[QELM-NISQ],QELM-NISQ,DLinear,Oracle,DLinear_NS,2.157117016770695,1.4563319524854856,1.959586277112264,1.785576526663324,2.3208073356145564,False
ETTh1,3,123,PatchTST_ValSelect[QELM-NISQ],QELM-NISQ,PatchTST,ValSelect,PatchTST_NS,2.245985421105788,1.516329576996995,1.9921592752630315,1.793086279304782,2.3208073356145564,False
ETTh1,3,123,PatchTST_HardRejectPersist[QELM-NISQ],QELM-NISQ,PatchTST,HardRejectPersist,PatchTST_NS,2.245985421105788,1.516329576996995,1.9921592752630315,1.793086279304782,2.3208073356145564,False
ETTh1,3,123,PatchTST_Oracle[QELM-NISQ],QELM-NISQ,PatchTST,Oracle,PatchTST_NS,2.245985421105788,1.516329576996995,1.9921592752630315,1.793086279304782,2.3208073356145564,False
ETTh1,3,123,N-HiTS_ValSelect[QELM-NISQ],QELM-NISQ,N-HiTS,ValSelect,N-HiTS_NS,2.0909487019842694,1.4116598135535656,1.887004272583096,1.8036127961355573,2.3208073356145564,False
ETTh1,3,123,N-HiTS_HardRejectPersist[QELM-NISQ],QELM-NISQ,N-HiTS,HardRejectPersist,N-HiTS_NS,2.0909487019842694,1.4116598135535656,1.887004272583096,1.8036127961355573,2.3208073356145564,False
ETTh1,3,123,N-HiTS_Oracle[QELM-NISQ],QELM-NISQ,N-HiTS,Oracle,N-HiTS_NS,2.0909487019842694,1.4116598135535656,1.887004272583096,1.8036127961355573,2.3208073356145564,False
ETTh1,3,123,DLinear_ValSelect[ClassicalELM],ClassicalELM,DLinear,ValSelect,DLinear_NaiveKD[ClassicalELM],2.1556363386108828,1.4553323039273791,1.9659693481793803,1.7784712007746024,2.3208073356145564,False
ETTh1,3,123,DLinear_HardRejectPersist[ClassicalELM],ClassicalELM,DLinear,HardRejectPersist,DLinear_NS,2.157117016770695,1.4563319524854856,1.959586277112264,1.785576526663324,2.3208073356145564,False
ETTh1,3,123,DLinear_Oracle[ClassicalELM],ClassicalELM,DLinear,Oracle,DLinear_NaiveKD[ClassicalELM],2.1556363386108828,1.4553323039273791,1.9659693481793803,1.7784712007746024,2.3208073356145564,False
ETTh1,3,123,PatchTST_ValSelect[ClassicalELM],ClassicalELM,PatchTST,ValSelect,PatchTST_NS,2.245985421105788,1.516329576996995,1.9921592752630315,1.793086279304782,2.3208073356145564,False
ETTh1,3,123,PatchTST_HardRejectPersist[ClassicalELM],ClassicalELM,PatchTST,HardRejectPersist,PatchTST_NS,2.245985421105788,1.516329576996995,1.9921592752630315,1.793086279304782,2.3208073356145564,False
ETTh1,3,123,PatchTST_Oracle[ClassicalELM],ClassicalELM,PatchTST,Oracle,PatchTST_NS,2.245985421105788,1.516329576996995,1.9921592752630315,1.793086279304782,2.3208073356145564,False
ETTh1,3,123,N-HiTS_ValSelect[ClassicalELM],ClassicalELM,N-HiTS,ValSelect,N-HiTS_NS,2.0909487019842694,1.4116598135535656,1.887004272583096,1.8036127961355573,2.3208073356145564,False
ETTh1,3,123,N-HiTS_HardRejectPersist[ClassicalELM],ClassicalELM,N-HiTS,HardRejectPersist,N-HiTS_NS,2.0909487019842694,1.4116598135535656,1.887004272583096,1.8036127961355573,2.3208073356145564,False
ETTh1,3,123,N-HiTS_Oracle[ClassicalELM],ClassicalELM,N-HiTS,Oracle,N-HiTS_NS,2.0909487019842694,1.4116598135535656,1.887004272583096,1.8036127961355573,2.3208073356145564,False
ETTh1,3,2024,DLinear_ValSelect[QELM],QELM,DLinear,ValSelect,DLinear_NS,2.148154919888216,1.4502813822337317,1.9529888900730792,1.7777073305508908,2.3208073356145564,False
ETTh1,3,2024,DLinear_HardRejectPersist[QELM],QELM,DLinear,HardRejectPersist,DLinear_NS,2.148154919888216,1.4502813822337317,1.9529888900730792,1.7777073305508908,2.3208073356145564,False
ETTh1,3,2024,DLinear_Oracle[QELM],QELM,DLinear,Oracle,DLinear_NS,2.148154919888216,1.4502813822337317,1.9529888900730792,1.7777073305508908,2.3208073356145564,False
ETTh1,3,2024,PatchTST_ValSelect[QELM],QELM,PatchTST,ValSelect,PatchTST_NS,2.191510627043176,1.47955207138109,1.9487541242917297,1.8431849566242864,2.3208073356145564,False
ETTh1,3,2024,PatchTST_HardRejectPersist[QELM],QELM,PatchTST,HardRejectPersist,PatchTST_NS,2.191510627043176,1.47955207138109,1.9487541242917297,1.8431849566242864,2.3208073356145564,False
ETTh1,3,2024,PatchTST_Oracle[QELM],QELM,PatchTST,Oracle,PatchTST_NS,2.191510627043176,1.47955207138109,1.9487541242917297,1.8431849566242864,2.3208073356145564,False
ETTh1,3,2024,N-HiTS_ValSelect[QELM],QELM,N-HiTS,ValSelect,N-HiTS_NS,2.1410987415607936,1.445517552603365,1.943075095832362,1.826968127923831,2.3208073356145564,False
ETTh1,3,2024,N-HiTS_HardRejectPersist[QELM],QELM,N-HiTS,HardRejectPersist,N-HiTS_NS,2.1410987415607936,1.445517552603365,1.943075095832362,1.826968127923831,2.3208073356145564,False
ETTh1,3,2024,N-HiTS_Oracle[QELM],QELM,N-HiTS,Oracle,N-HiTS_NS,2.1410987415607936,1.445517552603365,1.943075095832362,1.826968127923831,2.3208073356145564,False
ETTh1,3,2024,DLinear_ValSelect[QELM-NISQ],QELM-NISQ,DLinear,ValSelect,DLinear_NS,2.148154919888216,1.4502813822337317,1.9529888900730792,1.7777073305508908,2.3208073356145564,False
ETTh1,3,2024,DLinear_HardRejectPersist[QELM-NISQ],QELM-NISQ,DLinear,HardRejectPersist,DLinear_NS,2.148154919888216,1.4502813822337317,1.9529888900730792,1.7777073305508908,2.3208073356145564,False
ETTh1,3,2024,DLinear_Oracle[QELM-NISQ],QELM-NISQ,DLinear,Oracle,DLinear_NS,2.148154919888216,1.4502813822337317,1.9529888900730792,1.7777073305508908,2.3208073356145564,False
ETTh1,3,2024,PatchTST_ValSelect[QELM-NISQ],QELM-NISQ,PatchTST,ValSelect,PatchTST_NS,2.191510627043176,1.47955207138109,1.9487541242917297,1.8431849566242864,2.3208073356145564,False
ETTh1,3,2024,PatchTST_HardRejectPersist[QELM-NISQ],QELM-NISQ,PatchTST,HardRejectPersist,PatchTST_NS,2.191510627043176,1.47955207138109,1.9487541242917297,1.8431849566242864,2.3208073356145564,False
ETTh1,3,2024,PatchTST_Oracle[QELM-NISQ],QELM-NISQ,PatchTST,Oracle,PatchTST_NS,2.191510627043176,1.47955207138109,1.9487541242917297,1.8431849566242864,2.3208073356145564,False
ETTh1,3,2024,N-HiTS_ValSelect[QELM-NISQ],QELM-NISQ,N-HiTS,ValSelect,N-HiTS_NS,2.1410987415607936,1.445517552603365,1.943075095832362,1.826968127923831,2.3208073356145564,False
ETTh1,3,2024,N-HiTS_HardRejectPersist[QELM-NISQ],QELM-NISQ,N-HiTS,HardRejectPersist,N-HiTS_NS,2.1410987415607936,1.445517552603365,1.943075095832362,1.826968127923831,2.3208073356145564,False
ETTh1,3,2024,N-HiTS_Oracle[QELM-NISQ],QELM-NISQ,N-HiTS,Oracle,N-HiTS_NS,2.1410987415607936,1.445517552603365,1.943075095832362,1.826968127923831,2.3208073356145564,False
ETTh1,3,2024,DLinear_ValSelect[ClassicalELM],ClassicalELM,DLinear,ValSelect,DLinear_NS,2.148154919888216,1.4502813822337317,1.9529888900730792,1.7777073305508908,2.3208073356145564,False
ETTh1,3,2024,DLinear_HardRejectPersist[ClassicalELM],ClassicalELM,DLinear,HardRejectPersist,DLinear_NS,2.148154919888216,1.4502813822337317,1.9529888900730792,1.7777073305508908,2.3208073356145564,False
ETTh1,3,2024,DLinear_Oracle[ClassicalELM],ClassicalELM,DLinear,Oracle,DLinear_NaiveKD[ClassicalELM],2.134610087469596,1.4411368749636402,1.957151492608964,1.7805393461546777,2.3208073356145564,False
ETTh1,3,2024,PatchTST_ValSelect[ClassicalELM],ClassicalELM,PatchTST,ValSelect,PatchTST_NaiveKD[ClassicalELM],2.2664561857475087,1.5301499809935193,1.994653070084889,1.7783152921557133,2.3208073356145564,False
ETTh1,3,2024,PatchTST_HardRejectPersist[ClassicalELM],ClassicalELM,PatchTST,HardRejectPersist,PatchTST_NS,2.191510627043176,1.47955207138109,1.9487541242917297,1.8431849566242864,2.3208073356145564,False
ETTh1,3,2024,PatchTST_Oracle[ClassicalELM],ClassicalELM,PatchTST,Oracle,PatchTST_NS,2.191510627043176,1.47955207138109,1.9487541242917297,1.8431849566242864,2.3208073356145564,False
ETTh1,3,2024,N-HiTS_ValSelect[ClassicalELM],ClassicalELM,N-HiTS,ValSelect,N-HiTS_NaiveKD[ClassicalELM],2.117278022168233,1.4294354974747516,1.9252149840771169,1.8115602622758569,2.3208073356145564,False
ETTh1,3,2024,N-HiTS_HardRejectPersist[ClassicalELM],ClassicalELM,N-HiTS,HardRejectPersist,N-HiTS_NS,2.1410987415607936,1.445517552603365,1.943075095832362,1.826968127923831,2.3208073356145564,False
ETTh1,3,2024,N-HiTS_Oracle[ClassicalELM],ClassicalELM,N-HiTS,Oracle,N-HiTS_NaiveKD[ClassicalELM],2.117278022168233,1.4294354974747516,1.9252149840771169,1.8115602622758569,2.3208073356145564,False
ETTh1,4,42,DLinear_ValSelect[QELM],QELM,DLinear,ValSelect,DLinear_NS,1.855064452986255,1.2066287967000004,1.6805226724975224,2.150748182828341,2.134901105413177,False
ETTh1,4,42,DLinear_HardRejectPersist[QELM],QELM,DLinear,HardRejectPersist,DLinear_NS,1.855064452986255,1.2066287967000004,1.6805226724975224,2.150748182828341,2.134901105413177,False
ETTh1,4,42,DLinear_Oracle[QELM],QELM,DLinear,Oracle,DLinear_NS,1.855064452986255,1.2066287967000004,1.6805226724975224,2.150748182828341,2.134901105413177,False
ETTh1,4,42,PatchTST_ValSelect[QELM],QELM,PatchTST,ValSelect,PatchTST_NS,1.9224533880679688,1.2504620066553989,1.7051233116860138,2.122929231896508,2.134901105413177,False
ETTh1,4,42,PatchTST_HardRejectPersist[QELM],QELM,PatchTST,HardRejectPersist,PatchTST_NS,1.9224533880679688,1.2504620066553989,1.7051233116860138,2.122929231896508,2.134901105413177,False
ETTh1,4,42,PatchTST_Oracle[QELM],QELM,PatchTST,Oracle,PatchTST_NS,1.9224533880679688,1.2504620066553989,1.7051233116860138,2.122929231896508,2.134901105413177,False
ETTh1,4,42,N-HiTS_ValSelect[QELM],QELM,N-HiTS,ValSelect,N-HiTS_NS,2.091522688724748,1.3604333267796125,1.8648448516600644,2.1405893953417228,2.134901105413177,False
ETTh1,4,42,N-HiTS_HardRejectPersist[QELM],QELM,N-HiTS,HardRejectPersist,N-HiTS_NS,2.091522688724748,1.3604333267796125,1.8648448516600644,2.1405893953417228,2.134901105413177,False
ETTh1,4,42,N-HiTS_Oracle[QELM],QELM,N-HiTS,Oracle,N-HiTS_NS,2.091522688724748,1.3604333267796125,1.8648448516600644,2.1405893953417228,2.134901105413177,False
ETTh1,4,42,DLinear_ValSelect[QELM-NISQ],QELM-NISQ,DLinear,ValSelect,DLinear_NS,1.855064452986255,1.2066287967000004,1.6805226724975224,2.150748182828341,2.134901105413177,False
ETTh1,4,42,DLinear_HardRejectPersist[QELM-NISQ],QELM-NISQ,DLinear,HardRejectPersist,DLinear_NS,1.855064452986255,1.2066287967000004,1.6805226724975224,2.150748182828341,2.134901105413177,False
ETTh1,4,42,DLinear_Oracle[QELM-NISQ],QELM-NISQ,DLinear,Oracle,DLinear_NS,1.855064452986255,1.2066287967000004,1.6805226724975224,2.150748182828341,2.134901105413177,False
ETTh1,4,42,PatchTST_ValSelect[QELM-NISQ],QELM-NISQ,PatchTST,ValSelect,PatchTST_NS,1.9224533880679688,1.2504620066553989,1.7051233116860138,2.122929231896508,2.134901105413177,False
ETTh1,4,42,PatchTST_HardRejectPersist[QELM-NISQ],QELM-NISQ,PatchTST,HardRejectPersist,PatchTST_NS,1.9224533880679688,1.2504620066553989,1.7051233116860138,2.122929231896508,2.134901105413177,False
ETTh1,4,42,PatchTST_Oracle[QELM-NISQ],QELM-NISQ,PatchTST,Oracle,PatchTST_NS,1.9224533880679688,1.2504620066553989,1.7051233116860138,2.122929231896508,2.134901105413177,False
ETTh1,4,42,N-HiTS_ValSelect[QELM-NISQ],QELM-NISQ,N-HiTS,ValSelect,N-HiTS_NS,2.091522688724748,1.3604333267796125,1.8648448516600644,2.1405893953417228,2.134901105413177,False
ETTh1,4,42,N-HiTS_HardRejectPersist[QELM-NISQ],QELM-NISQ,N-HiTS,HardRejectPersist,N-HiTS_NS,2.091522688724748,1.3604333267796125,1.8648448516600644,2.1405893953417228,2.134901105413177,False
ETTh1,4,42,N-HiTS_Oracle[QELM-NISQ],QELM-NISQ,N-HiTS,Oracle,N-HiTS_NS,2.091522688724748,1.3604333267796125,1.8648448516600644,2.1405893953417228,2.134901105413177,False
ETTh1,4,42,DLinear_ValSelect[ClassicalELM],ClassicalELM,DLinear,ValSelect,DLinear_NS,1.855064452986255,1.2066287967000004,1.6805226724975224,2.150748182828341,2.134901105413177,False
ETTh1,4,42,DLinear_HardRejectPersist[ClassicalELM],ClassicalELM,DLinear,HardRejectPersist,DLinear_NS,1.855064452986255,1.2066287967000004,1.6805226724975224,2.150748182828341,2.134901105413177,False
ETTh1,4,42,DLinear_Oracle[ClassicalELM],ClassicalELM,DLinear,Oracle,DLinear_NS,1.855064452986255,1.2066287967000004,1.6805226724975224,2.150748182828341,2.134901105413177,False
ETTh1,4,42,PatchTST_ValSelect[ClassicalELM],ClassicalELM,PatchTST,ValSelect,PatchTST_NS,1.9224533880679688,1.2504620066553989,1.7051233116860138,2.122929231896508,2.134901105413177,False
ETTh1,4,42,PatchTST_HardRejectPersist[ClassicalELM],ClassicalELM,PatchTST,HardRejectPersist,PatchTST_NS,1.9224533880679688,1.2504620066553989,1.7051233116860138,2.122929231896508,2.134901105413177,False
ETTh1,4,42,PatchTST_Oracle[ClassicalELM],ClassicalELM,PatchTST,Oracle,PatchTST_NS,1.9224533880679688,1.2504620066553989,1.7051233116860138,2.122929231896508,2.134901105413177,False
ETTh1,4,42,N-HiTS_ValSelect[ClassicalELM],ClassicalELM,N-HiTS,ValSelect,N-HiTS_NS,2.091522688724748,1.3604333267796125,1.8648448516600644,2.1405893953417228,2.134901105413177,False
ETTh1,4,42,N-HiTS_HardRejectPersist[ClassicalELM],ClassicalELM,N-HiTS,HardRejectPersist,N-HiTS_NS,2.091522688724748,1.3604333267796125,1.8648448516600644,2.1405893953417228,2.134901105413177,False
ETTh1,4,42,N-HiTS_Oracle[ClassicalELM],ClassicalELM,N-HiTS,Oracle,N-HiTS_NaiveKD[ClassicalELM],1.9971922408171656,1.2990759789701225,1.7777257500206696,2.1631889208605704,2.134901105413177,False
ETTh1,4,123,DLinear_ValSelect[QELM],QELM,DLinear,ValSelect,DLinear_NS,1.8510035779959373,1.203987395914584,1.679535102035718,2.140739640654293,2.134901105413177,False
ETTh1,4,123,DLinear_HardRejectPersist[QELM],QELM,DLinear,HardRejectPersist,DLinear_NS,1.8510035779959373,1.203987395914584,1.679535102035718,2.140739640654293,2.134901105413177,False
ETTh1,4,123,DLinear_Oracle[QELM],QELM,DLinear,Oracle,DLinear_NS,1.8510035779959373,1.203987395914584,1.679535102035718,2.140739640654293,2.134901105413177,False
ETTh1,4,123,PatchTST_ValSelect[QELM],QELM,PatchTST,ValSelect,PatchTST_NS,1.9663980748953584,1.2790458785001386,1.7361802050782489,2.1278619624434514,2.134901105413177,False
ETTh1,4,123,PatchTST_HardRejectPersist[QELM],QELM,PatchTST,HardRejectPersist,PatchTST_NS,1.9663980748953584,1.2790458785001386,1.7361802050782489,2.1278619624434514,2.134901105413177,False
ETTh1,4,123,PatchTST_Oracle[QELM],QELM,PatchTST,Oracle,PatchTST_NS,1.9663980748953584,1.2790458785001386,1.7361802050782489,2.1278619624434514,2.134901105413177,False
ETTh1,4,123,N-HiTS_ValSelect[QELM],QELM,N-HiTS,ValSelect,N-HiTS_NS,2.026926847871701,1.318416888162148,1.8114495207786012,2.1561048555141737,2.134901105413177,False
ETTh1,4,123,N-HiTS_HardRejectPersist[QELM],QELM,N-HiTS,HardRejectPersist,N-HiTS_NS,2.026926847871701,1.318416888162148,1.8114495207786012,2.1561048555141737,2.134901105413177,False
ETTh1,4,123,N-HiTS_Oracle[QELM],QELM,N-HiTS,Oracle,N-HiTS_NS,2.026926847871701,1.318416888162148,1.8114495207786012,2.1561048555141737,2.134901105413177,False
ETTh1,4,123,DLinear_ValSelect[QELM-NISQ],QELM-NISQ,DLinear,ValSelect,DLinear_NS,1.8510035779959373,1.203987395914584,1.679535102035718,2.140739640654293,2.134901105413177,False
ETTh1,4,123,DLinear_HardRejectPersist[QELM-NISQ],QELM-NISQ,DLinear,HardRejectPersist,DLinear_NS,1.8510035779959373,1.203987395914584,1.679535102035718,2.140739640654293,2.134901105413177,False
ETTh1,4,123,DLinear_Oracle[QELM-NISQ],QELM-NISQ,DLinear,Oracle,DLinear_NS,1.8510035779959373,1.203987395914584,1.679535102035718,2.140739640654293,2.134901105413177,False
ETTh1,4,123,PatchTST_ValSelect[QELM-NISQ],QELM-NISQ,PatchTST,ValSelect,PatchTST_NS,1.9663980748953584,1.2790458785001386,1.7361802050782489,2.1278619624434514,2.134901105413177,False
ETTh1,4,123,PatchTST_HardRejectPersist[QELM-NISQ],QELM-NISQ,PatchTST,HardRejectPersist,PatchTST_NS,1.9663980748953584,1.2790458785001386,1.7361802050782489,2.1278619624434514,2.134901105413177,False
ETTh1,4,123,PatchTST_Oracle[QELM-NISQ],QELM-NISQ,PatchTST,Oracle,PatchTST_NS,1.9663980748953584,1.2790458785001386,1.7361802050782489,2.1278619624434514,2.134901105413177,False
ETTh1,4,123,N-HiTS_ValSelect[QELM-NISQ],QELM-NISQ,N-HiTS,ValSelect,N-HiTS_NS,2.026926847871701,1.318416888162148,1.8114495207786012,2.1561048555141737,2.134901105413177,False
ETTh1,4,123,N-HiTS_HardRejectPersist[QELM-NISQ],QELM-NISQ,N-HiTS,HardRejectPersist,N-HiTS_NS,2.026926847871701,1.318416888162148,1.8114495207786012,2.1561048555141737,2.134901105413177,False
ETTh1,4,123,N-HiTS_Oracle[QELM-NISQ],QELM-NISQ,N-HiTS,Oracle,N-HiTS_NS,2.026926847871701,1.318416888162148,1.8114495207786012,2.1561048555141737,2.134901105413177,False
ETTh1,4,123,DLinear_ValSelect[ClassicalELM],ClassicalELM,DLinear,ValSelect,DLinear_NS,1.8510035779959373,1.203987395914584,1.679535102035718,2.140739640654293,2.134901105413177,False
ETTh1,4,123,DLinear_HardRejectPersist[ClassicalELM],ClassicalELM,DLinear,HardRejectPersist,DLinear_NS,1.8510035779959373,1.203987395914584,1.679535102035718,2.140739640654293,2.134901105413177,False
ETTh1,4,123,DLinear_Oracle[ClassicalELM],ClassicalELM,DLinear,Oracle,DLinear_NS,1.8510035779959373,1.203987395914584,1.679535102035718,2.140739640654293,2.134901105413177,False
ETTh1,4,123,PatchTST_ValSelect[ClassicalELM],ClassicalELM,PatchTST,ValSelect,PatchTST_NS,1.9663980748953584,1.2790458785001386,1.7361802050782489,2.1278619624434514,2.134901105413177,False
ETTh1,4,123,PatchTST_HardRejectPersist[ClassicalELM],ClassicalELM,PatchTST,HardRejectPersist,PatchTST_NS,1.9663980748953584,1.2790458785001386,1.7361802050782489,2.1278619624434514,2.134901105413177,False
ETTh1,4,123,PatchTST_Oracle[ClassicalELM],ClassicalELM,PatchTST,Oracle,PatchTST_NaiveKD[ClassicalELM],1.929287256626241,1.2549071042809825,1.7041653271033872,2.18118738670256,2.134901105413177,False
