dataset,origin,seed,model,gate,action,cal_MASE,persistence_MASE,diverged,MAE,RMSE,MSE,MASE,Bias,WAPE,teacher,student,policy
ETTh1,2,2024,N-HiTS_SoftSR[ClassicalELM],0.5567750211667472,attenuate,1.6446309083344552,1.7864479730227842,False,1.3852524209253225,1.8360396978146403,3.3710417719512753,1.96111225706193,0.7018352416679388,41.496345417395034,ClassicalELM,N-HiTS,SoftSR
ETTh1,2,2024,N-HiTS_HardRejectSR[ClassicalELM],0.0,,1.6538741570681184,1.7864479730227842,False,1.4110447930728784,1.8781101370490587,3.527297686886434,1.997626712040097,0.8086860736483918,42.26897657659853,ClassicalELM,N-HiTS,HardRejectSR
ETTh1,2,2024,N-HiTS_LegacyPersist[ClassicalELM],0.8159384895487721,,1.615825056841007,1.7864479730227842,False,1.338480414872172,1.7664689309788812,3.120412484113672,1.8948967767836586,0.5957867029539975,40.095252526505476,ClassicalELM,N-HiTS,LegacyPersist
ETTh1,3,42,DLinear_NS,,,1.7824121722795805,2.3208073356145564,False,1.454394998475927,1.9552483489651125,3.822996106130798,2.1542480029805424,-0.1452655040216192,19.742899603418277,,,
ETTh1,3,42,PatchTST_NS,,,1.805195616971005,2.3208073356145564,False,1.4820845938085099,1.9566257178455526,3.828384199734624,2.195261796008615,-0.35398157161566224,20.11877610277596,,,
ETTh1,3,42,N-HiTS_NS,,,1.8108255360584027,2.3208073356145564,False,1.470788760364348,1.9645798111484083,3.8595738343719157,2.1785304220252155,-0.22636710462740062,19.965439144206442,,,
ETTh1,3,42,DLinear_NaiveKD[QELM],1.0,,2.9137610302716257,2.3208073356145564,False,2.15213255138257,2.8392652868141854,8.061427368908038,3.1877359698181467,0.8791055984627505,29.214441014799586,QELM,DLinear,NaiveKD
ETTh1,3,42,DLinear_SoftSR[QELM],0.0,reject,1.7824121722795805,2.3208073356145564,False,1.454394998475927,1.9552483489651125,3.822996106130798,2.1542480029805424,-0.1452655040216192,19.742899603418277,QELM,DLinear,SoftSR
ETTh1,3,42,DLinear_HardRejectSR[QELM],0.0,,1.7824121722795805,2.3208073356145564,False,1.454394998475927,1.9552483489651125,3.822996106130798,2.1542480029805424,-0.1452655040216192,19.742899603418277,QELM,DLinear,HardRejectSR
ETTh1,3,42,DLinear_LegacyPersist[QELM],0.10878288855128264,,1.7980905232308837,2.3208073356145564,False,1.4359493711074094,1.9543931059818185,3.8196524127092597,2.126926363423206,0.09712134613039305,19.49250671177582,QELM,DLinear,LegacyPersist
ETTh1,3,42,PatchTST_NaiveKD[QELM],1.0,,4.0089031567496045,2.3208073356145564,False,1.634010761634824,2.1510831487231457,4.627158712720683,2.420294640581988,0.5351817746024706,22.181120295151597,QELM,PatchTST,NaiveKD
ETTh1,3,42,PatchTST_SoftSR[QELM],0.0,reject,1.805195616971005,2.3208073356145564,False,1.4820845938085099,1.9566257178455526,3.828384199734624,2.195261796008615,-0.35398157161566224,20.11877610277596,QELM,PatchTST,SoftSR
ETTh1,3,42,PatchTST_HardRejectSR[QELM],0.0,,1.805195616971005,2.3208073356145564,False,1.4820845938085099,1.9566257178455526,3.828384199734624,2.195261796008615,-0.35398157161566224,20.11877610277596,QELM,PatchTST,HardRejectSR
ETTh1,3,42,PatchTST_LegacyPersist[QELM],0.10878288855128264,,1.7882337191312534,2.3208073356145564,False,1.5374936014030518,2.0047097951686577,4.018861362845162,2.277333546862241,-0.5709857380204393,20.87093385580071,QELM,PatchTST,LegacyPersist
ETTh1,3,42,N-HiTS_NaiveKD[QELM],1.0,,3.980932684601432,2.3208073356145564,False,1.6959413242465957,2.243616073190606,5.0338130838792345,2.512026110347544,0.7858896163862968,23.021805859464376,QELM,N-HiTS,NaiveKD
ETTh1,3,42,N-HiTS_SoftSR[QELM],0.0,reject,1.8108255360584027,2.3208073356145564,False,1.470788760364348,1.9645798111484083,3.8595738343719157,2.1785304220252155,-0.22636710462740062,19.965439144206442,QELM,N-HiTS,SoftSR
ETTh1,3,42,N-HiTS_HardRejectSR[QELM],0.0,,1.8108255360584027,2.3208073356145564,False,1.470788760364348,1.9645798111484083,3.8595738343719157,2.1785304220252155,-0.22636710462740062,19.965439144206442,QELM,N-HiTS,HardRejectSR
ETTh1,3,42,N-HiTS_LegacyPersist[QELM],0.10878288855128264,,1.785571049175669,2.3208073356145564,False,1.4316520925622847,1.9242734270353556,3.702828221994392,2.120561239963769,-0.09503258688704738,19.434172669804262,QELM,N-HiTS,LegacyPersist
ETTh1,3,42,DLinear_NaiveKD[QELM-NISQ],1.0,,2.983581234770345,2.3208073356145564,False,2.1579495745653756,2.8523464819921234,8.135880453332842,3.1963521370821852,0.9280008751053036,29.293405054698805,QELM-NISQ,DLinear,NaiveKD
ETTh1,3,42,DLinear_SoftSR[QELM-NISQ],0.0,reject,1.7824121722795805,2.3208073356145564,False,1.454394998475927,1.9552483489651125,3.822996106130798,2.1542480029805424,-0.1452655040216192,19.742899603418277,QELM-NISQ,DLinear,SoftSR
ETTh1,3,42,DLinear_HardRejectSR[QELM-NISQ],0.0,,1.7824121722795805,2.3208073356145564,False,1.454394998475927,1.9552483489651125,3.822996106130798,2.1542480029805424,-0.1452655040216192,19.742899603418277,QELM-NISQ,DLinear,HardRejectSR
ETTh1,3,42,DLinear_LegacyPersist[QELM-NISQ],0.10127935520745542,,1.7988361127607015,2.3208073356145564,False,1.4354652615407133,1.9538774354581032,3.817637032792334,2.126209300955051,0.09868295524705252,19.485935094998847,QELM-NISQ,DLinear,LegacyPersist
ETTh1,3,42,PatchTST_NaiveKD[QELM-NISQ],1.0,,4.542378124278977,2.3208073356145564,False,1.7212880551110803,2.280285054793672,5.19969993111538,2.5495696555358323,0.9255360727984887,23.365878799248115,QELM-NISQ,PatchTST,NaiveKD
ETTh1,3,42,PatchTST_SoftSR[QELM-NISQ],0.0,reject,1.805195616971005,2.3208073356145564,False,1.4820845938085099,1.9566257178455526,3.828384199734624,2.195261796008615,-0.35398157161566224,20.11877610277596,QELM-NISQ,PatchTST,SoftSR
ETTh1,3,42,PatchTST_HardRejectSR[QELM-NISQ],0.0,,1.805195616971005,2.3208073356145564,False,1.4820845938085099,1.9566257178455526,3.828384199734624,2.195261796008615,-0.35398157161566224,20.11877610277596,QELM-NISQ,PatchTST,HardRejectSR
ETTh1,3,42,PatchTST_LegacyPersist[QELM-NISQ],0.10127935520745542,,1.7944553237072085,2.3208073356145564,False,1.5384836018925208,2.0044177148739784,4.017690375700621,2.2787999343151837,-0.577373973494848,20.884372763588075,QELM-NISQ,PatchTST,LegacyPersist
ETTh1,3,42,N-HiTS_NaiveKD[QELM-NISQ],1.0,,4.289920087280527,2.3208073356145564,False,1.7470880965286606,2.3039082181795503,5.3079930777952695,2.587784643732904,1.0307126164117208,23.716105270052193,QELM-NISQ,N-HiTS,NaiveKD
ETTh1,3,42,N-HiTS_SoftSR[QELM-NISQ],0.0,reject,1.8108255360584027,2.3208073356145564,False,1.470788760364348,1.9645798111484083,3.8595738343719157,2.1785304220252155,-0.22636710462740062,19.965439144206442,QELM-NISQ,N-HiTS,SoftSR
ETTh1,3,42,N-HiTS_HardRejectSR[QELM-NISQ],0.0,,1.8108255360584027,2.3208073356145564,False,1.470788760364348,1.9645798111484083,3.8595738343719157,2.1785304220252155,-0.22636710462740062,19.965439144206442,QELM-NISQ,N-HiTS,HardRejectSR
ETTh1,3,42,N-HiTS_LegacyPersist[QELM-NISQ],0.10127935520745542,,1.7882799697402945,2.3208073356145564,False,1.4249571362284346,1.921451944027392,3.6919775732066444,2.1106446792444653,-0.08941552997059758,19.343290996746408,QELM-NISQ,N-HiTS,LegacyPersist
ETTh1,3,42,DLinear_NaiveKD[ClassicalELM],1.0,,1.7797914586886385,2.3208073356145564,False,1.4444310952929125,1.9586676702163026,3.836379042350559,2.139489482388548,0.008853922958870657,19.60764312879716,ClassicalELM,DLinear,NaiveKD
ETTh1,3,42,DLinear_SoftSR[ClassicalELM],0.5641246999376012,attenuate,1.7748383558295149,2.3208073356145564,False,1.446717004741663,1.956473511802879,3.82778860238629,2.1428753685268567,-0.05405518710595422,19.63867354405332,ClassicalELM,DLinear,SoftSR
ETTh1,3,42,DLinear_HardRejectSR[ClassicalELM],0.0,,1.7824121722795805,2.3208073356145564,False,1.454394998475927,1.9552483489651125,3.822996106130798,2.1542480029805424,-0.1452655040216192,19.742899603418277,ClassicalELM,DLinear,HardRejectSR
ETTh1,3,42,DLinear_LegacyPersist[ClassicalELM],0.7515479505604713,,1.7827022703638575,2.3208073356145564,False,1.4361956578954167,1.9522974310757986,3.811465259385163,2.1272911630971465,0.03553723463921006,19.49584996813628,ClassicalELM,DLinear,LegacyPersist
ETTh1,3,42,PatchTST_NaiveKD[ClassicalELM],1.0,,1.827703576658242,2.3208073356145564,False,1.5216946845041148,1.9845015572052358,3.938246430550006,2.2539322114516707,-0.4446777576497295,20.656469126132826,ClassicalELM,PatchTST,NaiveKD
ETTh1,3,42,PatchTST_SoftSR[ClassicalELM],0.5873135057633128,attenuate,1.8097222781072695,2.3208073356145564,False,1.4965055497467061,1.969391878959019,3.8785043729097355,2.216622097414687,-0.38629742439806847,20.314535497968798,ClassicalELM,PatchTST,SoftSR
ETTh1,3,42,PatchTST_HardRejectSR[ClassicalELM],0.0,,1.805195616971005,2.3208073356145564,False,1.4820845938085099,1.9566257178455526,3.828384199734624,2.195261796008615,-0.35398157161566224,20.11877610277596,ClassicalELM,PatchTST,HardRejectSR
ETTh1,3,42,PatchTST_LegacyPersist[ClassicalELM],0.7515479505604713,,1.8276502003305612,2.3208073356145564,False,1.4882078615288452,1.9755063254696403,3.9026252419705605,2.2043315722881474,-0.32184729989788324,20.20189730435746,ClassicalELM,PatchTST,LegacyPersist
ETTh1,3,42,N-HiTS_NaiveKD[ClassicalELM],1.0,,1.8108008726632951,2.3208073356145564,False,1.4306776277314435,1.938864861069678,3.759196949490742,2.1191178639084236,-0.02751696890576173,19.420944653108304,ClassicalELM,N-HiTS,NaiveKD
ETTh1,3,42,N-HiTS_SoftSR[ClassicalELM],0.593043591898236,attenuate,1.812824345020207,2.3208073356145564,False,1.4340564502787791,1.942725222456922,3.7741812899702976,2.1241225715240653,-0.004736303176876174,19.466810978556147,ClassicalELM,N-HiTS,SoftSR
ETTh1,3,42,N-HiTS_HardRejectSR[ClassicalELM],0.0,,1.8108255360584027,2.3208073356145564,False,1.470788760364348,1.9645798111484083,3.8595738343719157,2.1785304220252155,-0.22636710462740062,19.965439144206442,ClassicalELM,N-HiTS,HardRejectSR
ETTh1,3,42,N-HiTS_LegacyPersist[ClassicalELM],0.7515479505604713,,1.8125589291907092,2.3208073356145564,False,1.417328595944849,1.926247462367825,3.7104292862784853,2.0993452951783813,-0.06530386359872331,19.239736250547963,ClassicalELM,N-HiTS,LegacyPersist
ETTh1,3,123,DLinear_NS,,,1.785576526663324,2.3208073356145564,False,1.4563319524854856,1.9595862771122639,3.839978377446702,2.157117016770695,-0.12500684642480103,19.769193071552603,,,
ETTh1,3,123,PatchTST_NS,,,1.793086279304782,2.3208073356145564,False,1.516329576996995,1.9921592752630313,3.9686985780165256,2.245985421105788,-0.4672066521324747,20.58363968228462,,,
ETTh1,3,123,N-HiTS_NS,,,1.8036127961355575,2.3208073356145564,False,1.4116598135535656,1.887004272583096,3.5607851247468596,2.0909487019842694,-0.04663084016911834,19.162784527156436,,,
ETTh1,3,123,DLinear_NaiveKD[QELM],1.0,,2.33394663778703,2.3208073356145564,False,1.6436623733327573,2.232622349966105,4.984602557568173,2.434590595427545,0.6594391549846278,22.312137522908262,QELM,DLinear,NaiveKD
ETTh1,3,123,DLinear_SoftSR[QELM],0.0,reject,1.785576526663324,2.3208073356145564,False,1.4563319524854856,1.9595862771122639,3.839978377446702,2.157117016770695,-0.12500684642480103,19.769193071552603,QELM,DLinear,SoftSR
ETTh1,3,123,DLinear_HardRejectSR[QELM],0.0,,1.785576526663324,2.3208073356145564,False,1.4563319524854856,1.9595862771122639,3.839978377446702,2.157117016770695,-0.12500684642480103,19.769193071552603,QELM,DLinear,HardRejectSR
ETTh1,3,123,DLinear_LegacyPersist[QELM],0.09911817625871645,,1.8167717605504234,2.3208073356145564,False,1.434603053561186,1.9579153297930163,3.8334324386384955,2.124932199603632,0.1333943740287575,19.47423092550231,QELM,DLinear,LegacyPersist
ETTh1,3,123,PatchTST_NaiveKD[QELM],1.0,,4.305792132991625,2.3208073356145564,False,1.6731521704540167,2.205378082386996,4.863692486272944,2.478270845031914,0.5821246158988618,22.712451127190665,QELM,PatchTST,NaiveKD
ETTh1,3,123,PatchTST_SoftSR[QELM],0.0,reject,1.793086279304782,2.3208073356145564,False,1.516329576996995,1.9921592752630313,3.9686985780165256,2.245985421105788,-0.4672066521324747,20.58363968228462,QELM,PatchTST,SoftSR
ETTh1,3,123,PatchTST_HardRejectSR[QELM],0.0,,1.793086279304782,2.3208073356145564,False,1.516329576996995,1.9921592752630313,3.9686985780165256,2.245985421105788,-0.4672066521324747,20.58363968228462,QELM,PatchTST,HardRejectSR
ETTh1,3,123,PatchTST_LegacyPersist[QELM],0.09911817625871645,,1.867468311421383,2.3208073356145564,False,1.4700277081652173,1.955304718381218,3.8232165417238546,2.1774031524857445,-0.2950433216307987,19.95510812878344,QELM,PatchTST,LegacyPersist
ETTh1,3,123,N-HiTS_NaiveKD[QELM],1.0,,4.446659680112704,2.3208073356145564,False,1.7243835554730311,2.267280604631143,5.1405613401365615,2.5541547066945243,0.7324110570716484,23.407899125866663,QELM,N-HiTS,NaiveKD
ETTh1,3,123,N-HiTS_SoftSR[QELM],0.0,reject,1.8036127961355575,2.3208073356145564,False,1.4116598135535656,1.887004272583096,3.5607851247468596,2.0909487019842694,-0.04663084016911834,19.162784527156436,QELM,N-HiTS,SoftSR
ETTh1,3,123,N-HiTS_HardRejectSR[QELM],0.0,,1.8036127961355575,2.3208073356145564,False,1.4116598135535656,1.887004272583096,3.5607851247468596,2.0909487019842694,-0.04663084016911834,19.162784527156436,QELM,N-HiTS,HardRejectSR
ETTh1,3,123,N-HiTS_LegacyPersist[QELM],0.09911817625871645,,1.8443749947814707,2.3208073356145564,False,1.453427188735804,1.9551162356309237,3.8224794948276335,2.1528144844370174,0.13312773519628182,19.729761927233685,QELM,N-HiTS,LegacyPersist
ETTh1,3,123,DLinear_NaiveKD[QELM-NISQ],1.0,,2.365965608340917,2.3208073356145564,False,1.6489148929913053,2.2402189850095136,5.018581100797055,2.4423706207967886,0.6850948869534859,22.383438626385903,QELM-NISQ,DLinear,NaiveKD
ETTh1,3,123,DLinear_SoftSR[QELM-NISQ],0.0,reject,1.785576526663324,2.3208073356145564,False,1.4563319524854856,1.9595862771122639,3.839978377446702,2.157117016770695,-0.12500684642480103,19.769193071552603,QELM-NISQ,DLinear,SoftSR
ETTh1,3,123,DLinear_HardRejectSR[QELM-NISQ],0.0,,1.785576526663324,2.3208073356145564,False,1.4563319524854856,1.9595862771122639,3.839978377446702,2.157117016770695,-0.12500684642480103,19.769193071552603,QELM-NISQ,DLinear,HardRejectSR
ETTh1,3,123,DLinear_LegacyPersist[QELM-NISQ],0.10066603034927385,,1.8184502203836732,2.3208073356145564,False,1.4347599840474046,1.9582378906636986,3.834695636431012,2.1251646448381782,0.137356466278309,19.476361201553434,QELM-NISQ,DLinear,LegacyPersist
ETTh1,3,123,PatchTST_NaiveKD[QELM-NISQ],1.0,,4.2043381719656,2.3208073356145564,False,1.6660431358106587,2.2051639824296796,4.862748189405125,2.467740952052619,0.6402936037741271,22.615948486994487,QELM-NISQ,PatchTST,NaiveKD
ETTh1,3,123,PatchTST_SoftSR[QELM-NISQ],0.0,reject,1.793086279304782,2.3208073356145564,False,1.516329576996995,1.9921592752630313,3.9686985780165256,2.245985421105788,-0.4672066521324747,20.58363968228462,QELM-NISQ,PatchTST,SoftSR
ETTh1,3,123,PatchTST_HardRejectSR[QELM-NISQ],0.0,,1.793086279304782,2.3208073356145564,False,1.516329576996995,1.9921592752630313,3.9686985780165256,2.245985421105788,-0.4672066521324747,20.58363968228462,QELM-NISQ,PatchTST,HardRejectSR
ETTh1,3,123,PatchTST_LegacyPersist[QELM-NISQ],0.10066603034927385,,1.8646975791497307,2.3208073356145564,False,1.4732572283407708,1.9579086413151912,3.833406247736698,2.182186713620142,-0.29994453087121026,19.99894772714563,QELM-NISQ,PatchTST,LegacyPersist
ETTh1,3,123,N-HiTS_NaiveKD[QELM-NISQ],1.0,,4.111022621465605,2.3208073356145564,False,1.6800715388103047,2.2326264261009037,4.984620758524095,2.4885198045505046,0.6860251622463948,22.80637911437462,QELM-NISQ,N-HiTS,NaiveKD
ETTh1,3,123,N-HiTS_SoftSR[QELM-NISQ],0.0,reject,1.8036127961355575,2.3208073356145564,False,1.4116598135535656,1.887004272583096,3.5607851247468596,2.0909487019842694,-0.04663084016911834,19.162784527156436,QELM-NISQ,N-HiTS,SoftSR
ETTh1,3,123,N-HiTS_HardRejectSR[QELM-NISQ],0.0,,1.8036127961355575,2.3208073356145564,False,1.4116598135535656,1.887004272583096,3.5607851247468596,2.0909487019842694,-0.04663084016911834,19.162784527156436,QELM-NISQ,N-HiTS,HardRejectSR
ETTh1,3,123,N-HiTS_LegacyPersist[QELM-NISQ],0.10066603034927385,,1.85900660009409,2.3208073356145564,False,1.438764713685866,1.9448366731572146,3.7823896852572223,2.131096445232963,0.1839245782220626,19.530723995205662,QELM-NISQ,N-HiTS,LegacyPersist
ETTh1,3,123,DLinear_NaiveKD[ClassicalELM],1.0,,1.7784712007746024,2.3208073356145564,False,1.4553323039273791,1.9659693481793805,3.8650354779808587,2.1556363386108828,-0.012305758298905336,19.75562319463328,ClassicalELM,DLinear,NaiveKD
ETTh1,3,123,DLinear_SoftSR[ClassicalELM],0.5773396845225509,attenuate,1.7772997316904942,2.3208073356145564,False,1.4546182030746386,1.9621427387218724,3.8500041271189698,2.1545786133453566,-0.05589712958949609,19.745929527192764,ClassicalELM,DLinear,SoftSR
ETTh1,3,123,DLinear_HardRejectSR[ClassicalELM],0.0,,1.785576526663324,2.3208073356145564,False,1.4563319524854856,1.9595862771122639,3.839978377446702,2.157117016770695,-0.12500684642480103,19.769193071552603,ClassicalELM,DLinear,HardRejectSR
ETTh1,3,123,DLinear_LegacyPersist[ClassicalELM],0.7556809807898017,,1.7753875852513192,2.3208073356145564,False,1.4562680457856174,1.9643145839330434,3.8585317846520453,2.1570223582489643,-0.05216153203767149,19.768325560621385,ClassicalELM,DLinear,LegacyPersist
ETTh1,3,123,PatchTST_NaiveKD[ClassicalELM],1.0,,1.8127445632136463,2.3208073356145564,False,1.6051812123522415,2.0628184743896365,4.255220058283188,2.37759234922791,-0.5870727057523935,21.789769322620565,ClassicalELM,PatchTST,NaiveKD
ETTh1,3,123,PatchTST_SoftSR[ClassicalELM],0.5850250840659285,attenuate,1.8045384114858805,2.3208073356145564,False,1.567077654446639,2.0314184679171015,4.126660991794664,2.3211534082176515,-0.5323652272282262,21.272526951014733,ClassicalELM,PatchTST,SoftSR
ETTh1,3,123,PatchTST_HardRejectSR[ClassicalELM],0.0,,1.793086279304782,2.3208073356145564,False,1.516329576996995,1.9921592752630313,3.9686985780165256,2.245985421105788,-0.4672066521324747,20.58363968228462,ClassicalELM,PatchTST,HardRejectSR
ETTh1,3,123,PatchTST_LegacyPersist[ClassicalELM],0.7556809807898017,,1.8175060946868968,2.3208073356145564,False,1.5456230238919753,2.0196420441823366,4.078953986629008,2.289374837007284,-0.4367523443592981,20.981287901435337,ClassicalELM,PatchTST,LegacyPersist
ETTh1,3,123,N-HiTS_NaiveKD[ClassicalELM],1.0,,1.8197705859990838,2.3208073356145564,False,1.4946015396318773,1.9604534758040308,3.843377830792106,2.213801880079078,-0.15716441990738567,20.288689231596628,ClassicalELM,N-HiTS,NaiveKD
ETTh1,3,123,N-HiTS_SoftSR[ClassicalELM],0.5957978074174255,attenuate,1.8104596127222665,2.3208073356145564,False,1.4626123477303903,1.9304332049912176,3.726572358932664,2.1664195301377256,-0.13902208893567672,19.854447223911396,ClassicalELM,N-HiTS,SoftSR
ETTh1,3,123,N-HiTS_HardRejectSR[ClassicalELM],0.0,,1.8036127961355575,2.3208073356145564,False,1.4116598135535656,1.887004272583096,3.5607851247468596,2.0909487019842694,-0.04663084016911834,19.162784527156436,ClassicalELM,N-HiTS,HardRejectSR
ETTh1,3,123,N-HiTS_LegacyPersist[ClassicalELM],0.7556809807898017,,1.8134571098258205,2.3208073356145564,False,1.4592344543911546,1.9459726006110383,3.7868093623288877,2.1614161988639276,-0.10587650635102543,19.80859351213608,ClassicalELM,N-HiTS,LegacyPersist
ETTh1,3,2024,DLinear_NS,,,1.7777073305508908,2.3208073356145564,False,1.4502813822337317,1.9529888900730792,3.8141656047488777,2.148154919888216,-0.12585220679277065,19.68705871248991,,,
ETTh1,3,2024,PatchTST_NS,,,1.8431849566242862,2.3208073356145564,False,1.4795520713810901,1.9487541242917297,3.7976426369440266,2.191510627043176,-0.38438449127073204,20.084398003236053,,,
ETTh1,3,2024,N-HiTS_NS,,,1.826968127923831,2.3208073356145564,False,1.445517552603365,1.943075095832362,3.7755408280439426,2.1410987415607936,-0.15021921170384697,19.622391403939844,,,
ETTh1,3,2024,DLinear_NaiveKD[QELM],1.0,,2.3508726154572717,2.3208073356145564,False,1.663557053533153,2.2510414846814975,5.0671877657570805,2.4640585701775617,0.6740832057738951,22.582200796125043,QELM,DLinear,NaiveKD
ETTh1,3,2024,DLinear_SoftSR[QELM],0.0,reject,1.7777073305508908,2.3208073356145564,False,1.4502813822337317,1.9529888900730792,3.8141656047488777,2.148154919888216,-0.12585220679277065,19.68705871248991,QELM,DLinear,SoftSR
ETTh1,3,2024,DLinear_HardRejectSR[QELM],0.0,,1.7777073305508908,2.3208073356145564,False,1.4502813822337317,1.9529888900730792,3.8141656047488777,2.148154919888216,-0.12585220679277065,19.68705871248991,QELM,DLinear,HardRejectSR
ETTh1,3,2024,DLinear_LegacyPersist[QELM],0.11011919558149894,,1.8110615916785566,2.3208073356145564,False,1.4464778959096818,1.9635524753709697,3.8555383235354626,2.142521200832159,0.09735532195984134,19.63542772591654,QELM,DLinear,LegacyPersist
ETTh1,3,2024,PatchTST_NaiveKD[QELM],1.0,,3.9283464446580885,2.3208073356145564,False,1.6979910293524916,2.1579606216247447,4.656794044483054,2.515062130916717,0.30281475978027866,23.04962988400016,QELM,PatchTST,NaiveKD
ETTh1,3,2024,PatchTST_SoftSR[QELM],0.0,reject,1.8431849566242862,2.3208073356145564,False,1.4795520713810901,1.9487541242917297,3.7976426369440266,2.191510627043176,-0.38438449127073204,20.084398003236053,QELM,PatchTST,SoftSR
ETTh1,3,2024,PatchTST_HardRejectSR[QELM],0.0,,1.8431849566242862,2.3208073356145564,False,1.4795520713810901,1.9487541242917297,3.7976426369440266,2.191510627043176,-0.38438449127073204,20.084398003236053,QELM,PatchTST,HardRejectSR
ETTh1,3,2024,PatchTST_LegacyPersist[QELM],0.11011919558149894,,1.882996803235802,2.3208073356145564,False,1.481814468551813,1.9712315553596393,3.8857538448455826,2.1948616868254818,-0.19644887870448177,20.115109247603264,QELM,PatchTST,LegacyPersist
ETTh1,3,2024,N-HiTS_NaiveKD[QELM],1.0,,3.825720441166212,2.3208073356145564,False,1.7426615540115606,2.2412045908497453,5.022998018045975,2.58122805464427,0.6811094443169142,23.656016515211213,QELM,N-HiTS,NaiveKD
ETTh1,3,2024,N-HiTS_SoftSR[QELM],0.0,reject,1.826968127923831,2.3208073356145564,False,1.445517552603365,1.943075095832362,3.7755408280439426,2.1410987415607936,-0.15021921170384697,19.622391403939844,QELM,N-HiTS,SoftSR
ETTh1,3,2024,N-HiTS_HardRejectSR[QELM],0.0,,1.826968127923831,2.3208073356145564,False,1.445517552603365,1.943075095832362,3.7755408280439426,2.1410987415607936,-0.15021921170384697,19.622391403939844,QELM,N-HiTS,HardRejectSR
ETTh1,3,2024,N-HiTS_LegacyPersist[QELM],0.11011919558149894,,1.8153556598354528,2.3208073356145564,False,1.4171060547829886,1.9177308353122506,3.6776915567074226,2.0990156674953786,-0.05934081295851487,19.236715332694942,QELM,N-HiTS,LegacyPersist
ETTh1,3,2024,DLinear_NaiveKD[QELM-NISQ],1.0,,2.516975808951065,2.3208073356145564,False,1.7105909294927268,2.3077025793315187,5.3254911946533445,2.5337250868147363,0.793545811171201,23.220669088440797,QELM-NISQ,DLinear,NaiveKD
ETTh1,3,2024,DLinear_SoftSR[QELM-NISQ],0.0,reject,1.7777073305508908,2.3208073356145564,False,1.4502813822337317,1.9529888900730792,3.8141656047488777,2.148154919888216,-0.12585220679277065,19.68705871248991,QELM-NISQ,DLinear,SoftSR
ETTh1,3,2024,DLinear_HardRejectSR[QELM-NISQ],0.0,,1.7777073305508908,2.3208073356145564,False,1.4502813822337317,1.9529888900730792,3.8141656047488777,2.148154919888216,-0.12585220679277065,19.68705871248991,QELM-NISQ,DLinear,HardRejectSR
ETTh1,3,2024,DLinear_LegacyPersist[QELM-NISQ],0.10698013724382822,,1.8152873283519677,2.3208073356145564,False,1.4475781001154173,1.9649435732030751,3.8610032458720682,2.1441508218880343,0.1095225338982991,19.650362610318545,QELM-NISQ,DLinear,LegacyPersist
ETTh1,3,2024,PatchTST_NaiveKD[QELM-NISQ],1.0,,4.00638038078955,2.3208073356145564,False,1.7129037013171777,2.1964821331510067,4.8245337612515975,2.537150761469417,0.5017702226143943,23.252064150981298,QELM-NISQ,PatchTST,NaiveKD
ETTh1,3,2024,PatchTST_SoftSR[QELM-NISQ],0.0,reject,1.8431849566242862,2.3208073356145564,False,1.4795520713810901,1.9487541242917297,3.7976426369440266,2.191510627043176,-0.38438449127073204,20.084398003236053,QELM-NISQ,PatchTST,SoftSR
ETTh1,3,2024,PatchTST_HardRejectSR[QELM-NISQ],0.0,,1.8431849566242862,2.3208073356145564,False,1.4795520713810901,1.9487541242917297,3.7976426369440266,2.191510627043176,-0.38438449127073204,20.084398003236053,QELM-NISQ,PatchTST,HardRejectSR
ETTh1,3,2024,PatchTST_LegacyPersist[QELM-NISQ],0.10698013724382822,,1.8687791855770735,2.3208073356145564,False,1.4865101682297222,1.9777577788051397,3.9115258316242403,2.201816951154864,-0.20128000206794286,20.178851716056403,QELM-NISQ,PatchTST,LegacyPersist
ETTh1,3,2024,N-HiTS_NaiveKD[QELM-NISQ],1.0,,4.207535373581264,2.3208073356145564,False,1.932454010243941,2.495856301404929,6.22929867726269,2.8623483969500567,1.235838487613291,26.232382229345692,QELM-NISQ,N-HiTS,NaiveKD
ETTh1,3,2024,N-HiTS_SoftSR[QELM-NISQ],0.0,reject,1.826968127923831,2.3208073356145564,False,1.445517552603365,1.943075095832362,3.7755408280439426,2.1410987415607936,-0.15021921170384697,19.622391403939844,QELM-NISQ,N-HiTS,SoftSR
ETTh1,3,2024,N-HiTS_HardRejectSR[QELM-NISQ],0.0,,1.826968127923831,2.3208073356145564,False,1.445517552603365,1.943075095832362,3.7755408280439426,2.1410987415607936,-0.15021921170384697,19.622391403939844,QELM-NISQ,N-HiTS,HardRejectSR
ETTh1,3,2024,N-HiTS_LegacyPersist[QELM-NISQ],0.10698013724382822,,1.812882492112056,2.3208073356145564,False,1.4097397998661751,1.9122906700643612,3.6568556068152036,2.0881047801775456,-0.045594899333722856,19.1367210179261,QELM-NISQ,N-HiTS,LegacyPersist
ETTh1,3,2024,DLinear_NaiveKD[ClassicalELM],1.0,,1.7805393461546777,2.3208073356145564,False,1.4411368749636402,1.9571514926089641,3.8304419650214965,2.134610087469596,0.023326515103996755,19.56292524864733,ClassicalELM,DLinear,NaiveKD
